,content,polarity
65,RT @TuiterosXGuate: Hay que hacer un Censo para que veamos si la informalidad en el interior es pura pobreza o pura evasión #ReformaTributa…,1
66,"Se supone que el Pago de impuesto es el precio por vivir en una sociedad civilizada, segura y ordenada,No veo nada de eso #ReformaTributaria",0
67,RT @GerardoCabreraR: La analogía de @edgar_ortizgt sobre el restaurant y el aumento de los impuestos en #Guatemala es perfecta... #ReformaT…,0
68,Hay que hacer un Censo para que veamos si la informalidad en el interior es pura pobreza o pura evasión #ReformaTributaria @edgar_ortizgt,0
69,#ReformaTributaria lo primero que hay que hacer es ver quienes tienen exoneracion de impuestos,0
70,#Reformatributaria q le pongan impuesto al alcohol tabaco comida chatarra bebida energizante un impuesto único a lo informal @krismacastillo,0
71,"1ro. que reformen el congreso, reingenieria a la contraloria.. SAT, Optima Ley  servidores pùblico.. etc. Todo lo podrido #ReformaTributaria",1
72,#reformatributaria Hasta hace 1 mes recalcaban cada vez que podian que no era el.momento de subir impuestos y ahora ya.tienen una reforma?.,0
73,"Antes de una #ReformaTributaria pensemos en una ""Tributación Igualitaria""  #SFImpuestos @Guatevision_tv @ezapeta @DarwinHK @ElBencho_gt",1
74,RT @CanalAntigua: Al Aire #ALas10PM: con @marjorievonahn @edgar_ortizgt y @krismacastillo analizamos #ReformaTributaria ¡Participe! https:/…,1
75,RT @edgar_ortizgt: @BriiannGM @CanalAntigua @Marjorievonahn En buena parte #ReformaTributaria,1
76,"RT @BriiannGM: @CanalAntigua @Marjorievonahn @edgar_ortizgt #ReformaTributaria el problema no es pagar taxes, el problema es la Eficacia en…",0
77,RT @edgar_ortizgt: @elmer_palencia @CanalAntigua @Marjorievonahn @krismacastillo Hay un comunicado https://t.co/mYFPprnRPM #ReformaTributar…,1
78,RT @edgar_ortizgt: @elhchavez @Marjorievonahn @krismacastillo Yo propongo el flat tax al estilo de Estonia. #ReformaTributaria,1
79,RT @CanalAntigua: Al Aire #ALas10PM: con @marjorievonahn @edgar_ortizgt y @krismacastillo analizamos #ReformaTributaria ¡Participe! https:/…,1
80,Despues de casi 2 años hablando de economía #ReformaTributaria en #ALas10 ahhhh que tiempos cuando no hablaban de chismes políticos.,0
81,RT @Quetzaluman: De forma políticamente correcta los y las shutes y shutas de organismos internacionales siempre piden #SFImpuestos y/o #Re…,1
82,"#Reformatributaria para que pagar más impuestos? Mejorará la salud, la educación y la seguridad ?",1
83,La moral tributaria esproporcional a laconfianza en ejecución d los gobiernos #ReformaTributaria no solo debe ser númerica también operativa,0
84,#Reformatributaria Yimi quiere mas dinero para mantener los sindicatos del congrueso salud y educación,0
85,¿Se podría utilizar la #ReformaTributaria para reducir la informalidad y aumentar la inversión? @edgar_ortizgt @krismacastillo,0
86,RT @GerardoCabreraR: La analogía de @edgar_ortizgt sobre el restaurant y el aumento de los impuestos en #Guatemala es perfecta... #ReformaT…,0
87,De forma políticamente correcta los y las shutes y shutas de organismos internacionales siempre piden #SFImpuestos y/o #ReformaTributaria,0
88,RT @GerardoCabreraR: La analogía de @edgar_ortizgt sobre el restaurant y el aumento de los impuestos en #Guatemala es perfecta... #ReformaT…,0
89,"#ReformaTributaria @edgar_ortizgt Hay que aumentar la libertad económica, por qué no ver países que han logrado desarrollarse rápidamente",0
90,"Felicidades , buen programa, no me lo pierdo, sigan adelante, temas de interés nacional #ReformaTributaria",1
91,RT @GerardoCabreraR: La analogía de @edgar_ortizgt sobre el restaurant y el aumento de los impuestos en #Guatemala es perfecta... #ReformaT…,0
92,RT @GerardoCabreraR: La analogía de @edgar_ortizgt sobre el restaurant y el aumento de los impuestos en #Guatemala es perfecta... #ReformaT…,0
93,"@edgar_ortizgt #ReformaTributaria esto es inverosímil ya atacaron ""la línea""recuperaron 1200 mll y no llegan a la meta para q más impuestos?",0
94,RT @Anon_Protect: Uds no son #Anonymous son Vendidos Callcenteros a la Mafia de la UNE Copy Paste 》》  #SfImpuestos #ReformaTributaria https…,1
95,RT @Anon_Protect: #DictalordSeRetira DESPUES DE 1 EXTRAÑA ENTREVISTA ENTRE LOS TUITEROS D LA MAFIA UNE #SfImpuestos #ReformaTributaria http…,1
96,RT @Anon_Protect: SOMOS #ANONYMOUS GUATEMALA NG SOMOS LEGION NO PERDONAMOS NO OLVIDAMOS ESPERADNOS !!! #SfImpuestos #ReformaTributaria http…,1
97,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  FALSO AN0NYMOUSGT EN 4 IMAGENES ...ALERTA PUEBLO DE GUATEMALA!! htt…,1
98,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  Falso anonymous en GUATEMALA call center de #narcopolitica UNE http…,0
99,"IVA e ISR tienen muchas #ReformaTributaria q hagan redacciones nuevas,simples y directas,evitando q c/ gobierno las cambie a sus necedidades",0
100,"RT @Anon_Protect: No importan tus amenazas, ofrecimientos $$ QQ x callarnos Denunciamos públicamente  #SfImpuestos #ReformaTributaria https…",0
101,La analogía de @edgar_ortizgt sobre el restaurant y el aumento de los impuestos en #Guatemala es perfecta... #ReformaTributaria,0
102,#ReformaTributaria @edgar_ortizgt excelente analogía la del restaurante. Pareciera que se esforzaran por no entender lo obvio.,1
103,"RT @Anon_Protect: ¿Cómo queremos reformar? Los impuestos alcanzan, pero se los roban los corrúptos #ReformaTributaria #SfImpuestos https://…",1
104,@elmer_palencia @CanalAntigua @Marjorievonahn @krismacastillo De nada #ReformaTributaria,1
105,"RT @Anon_Protect: ""No soy corrúpto, ladrón ni Testaferro de ST No lavo dinero"" Att Juancarloslobo6  #ReformaTributaria #SfImpuestos https:/…",0
106,@BriiannGM @CanalAntigua @Marjorievonahn En buena parte #ReformaTributaria,1
107,"RT @Anon_Protect: Elos respetan la libre expresión"" dicen,   ¿CALLANDO LA CORRUPCIÓN?  #SfImpuestos #ReformaTributaria #Anonymous https://t…",0
108,RT @Anon_Protect: Se les acabo el Inmenso Show La verdad te ha aplastado  #Anonymous #SfImpuestos #ReformaTributaria https://t.co/4Xmgf66Fks,1
109,RT @rafa_calas: #ReformaTributaria Subir regalías mineras al 80% sobre el precio internacional como lo hizo Bolivia y Ecuador y no afectar…,1
110,RT @Anon_Protect: Uds no son #Anonymous son Vendidos Callcenteros a la Mafia de la UNE Copy Paste 》》  #SfImpuestos #ReformaTributaria https…,1
111,RT @Anon_Protect: SOMOS #ANONYMOUS GUATEMALA NG SOMOS LEGION NO PERDONAMOS NO OLVIDAMOS ESPERADNOS !!! #SfImpuestos #ReformaTributaria http…,1
112,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  FALSO AN0NYMOUSGT EN 4 IMAGENES ...ALERTA PUEBLO DE GUATEMALA!! htt…,1
113,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  Falso anonymous en GUATEMALA call center de #narcopolitica UNE http…,0
114,RT @MafiaSandraUNE: #ReformaTributaria #SFImpuestos  ALERTA GT : 27/4/2015 EDUARDO RAMIREZ EXTORSION-VANDALISMO #1561 @PNCdeGuatemala https…,1
115,En que cabeza cabe que para recaudar fondos hay que subir impuestos cuando se esta perdiendo absurdamente. @CanalAntigua #ReformaTributaria,0
116,"RT @Anon_Protect: No importan tus amenazas, ofrecimientos $$ QQ x callarnos Denunciamos públicamente  #SfImpuestos #ReformaTributaria https…",0
117,RT @rafa_calas: #ReformaTributaria Subir regalías mineras al 80% sobre el precio internacional como lo hizo Bolivia y Ecuador y no afectar…,1
118,"RT @DrsergioHernan3: #ReformaTributaria pago salud privada, seguridad privada, educación privada, gano poco y aun asi pagar + impuestos? No…",0
119,"Y como hablar es fácil, sin duda la #ReformaTributaria fue sugerencia de los organismos internacionales que están de shutes en el país.",0
120,RT @rafa_calas: #ReformaTributaria Subir regalías mineras al 80% sobre el precio internacional como lo hizo Bolivia y Ecuador y no afectar…,1
121,"RT @Anon_Protect: ¿Cómo queremos reformar? Los impuestos alcanzan, pero se los roban los corrúptos #ReformaTributaria #SfImpuestos https://…",1
122,"RT @Anon_Protect: ""No soy corrúpto, ladrón ni Testaferro de ST No lavo dinero"" Att Juancarloslobo6  #ReformaTributaria #SfImpuestos https:/…",0
123,"RT @Anon_Protect: Elos respetan la libre expresión"" dicen,   ¿CALLANDO LA CORRUPCIÓN?  #SfImpuestos #ReformaTributaria #Anonymous https://t…",0
124,"#ReformaTributaria pago salud privada, seguridad privada, educación privada, gano poco y aun asi pagar + impuestos? No s vale",0
125,RT @Anon_Protect: Se les acabo el Inmenso Show La verdad te ha aplastado  #Anonymous #SfImpuestos #ReformaTributaria https://t.co/4Xmgf66Fks,1
126,RT @Anon_Protect: Uds no son #Anonymous son Vendidos Callcenteros a la Mafia de la UNE Copy Paste 》》  #SfImpuestos #ReformaTributaria https…,1
127,RT @Anon_Protect: SOMOS #ANONYMOUS GUATEMALA NG SOMOS LEGION NO PERDONAMOS NO OLVIDAMOS ESPERADNOS !!! #SfImpuestos #ReformaTributaria http…,1
128,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  FALSO AN0NYMOUSGT EN 4 IMAGENES ...ALERTA PUEBLO DE GUATEMALA!! htt…,1
129,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  Falso anonymous en GUATEMALA call center de #narcopolitica UNE http…,0
130,"@CanalAntigua @Marjorievonahn @edgar_ortizgt #ReformaTributaria el problema no es pagar taxes, el problema es la Eficacia en el gasto.",0
131,RT @MafiaSandraUNE: #ReformaTributaria #SFImpuestos  ALERTA GT : 27/4/2015 EDUARDO RAMIREZ EXTORSION-VANDALISMO #1561 @PNCdeGuatemala https…,1
132,"RT @Anon_Protect: No importan tus amenazas, ofrecimientos $$ QQ x callarnos Denunciamos públicamente  #SfImpuestos #ReformaTributaria https…",0
133,RT @gomex_g: #ReformaTributaria hacer reformas tributarias  cada rato no genera certesa juridica y todo termina asi @CanalAntigua https://t…,1
134,"RT @Anon_Protect: ¿Cómo queremos reformar? Los impuestos alcanzan, pero se los roban los corrúptos #ReformaTributaria #SfImpuestos https://…",1
135,Mejor que hagan una jornada de desparasitación del Estado y verán todo el dinero que les sobra para inversión pública.  #ReformaTributaria,1
136,"La #ReformaTributaria de la reforma, de la reforma, ya es suficientemente complicado el sistema tributario guatemalteco para mas reformas",1
137,"RT @Anon_Protect: ""No soy corrúpto, ladrón ni Testaferro de ST No lavo dinero"" Att Juancarloslobo6  #ReformaTributaria #SfImpuestos https:/…",0
138,"RT @Anon_Protect: Elos respetan la libre expresión"" dicen,   ¿CALLANDO LA CORRUPCIÓN?  #SfImpuestos #ReformaTributaria #Anonymous https://t…",0
139,RT @Anon_Protect: Se les acabo el Inmenso Show La verdad te ha aplastado  #Anonymous #SfImpuestos #ReformaTributaria https://t.co/4Xmgf66Fks,1
140,RT @Anon_Protect: Uds no son #Anonymous son Vendidos Callcenteros a la Mafia de la UNE Copy Paste 》》  #SfImpuestos #ReformaTributaria https…,1
141,RT @Anon_Protect: SOMOS #ANONYMOUS GUATEMALA NG SOMOS LEGION NO PERDONAMOS NO OLVIDAMOS ESPERADNOS !!! #SfImpuestos #ReformaTributaria http…,1
142,RT @rafa_calas: #ReformaTributaria Subir regalías mineras al 80% sobre el precio internacional como lo hizo Bolivia y Ecuador y no afectar…,1
143,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  FALSO AN0NYMOUSGT EN 4 IMAGENES ...ALERTA PUEBLO DE GUATEMALA!! htt…,1
144,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  Falso anonymous en GUATEMALA call center de #narcopolitica UNE http…,0
145,RT @MafiaSandraUNE: #ReformaTributaria #SFImpuestos  ALERTA GT : 27/4/2015 EDUARDO RAMIREZ EXTORSION-VANDALISMO #1561 @PNCdeGuatemala https…,1
146,"RT @Anon_Protect: No importan tus amenazas, ofrecimientos $$ QQ x callarnos Denunciamos públicamente  #SfImpuestos #ReformaTributaria https…",0
147,"Pienso que no es el momento, aunque suene trillado, primero austeridad , orden , estabilidad económica y luego de acuerdo #ReformaTributaria",0
148,"RT @anamsrl: @edgar_ortizgt #ReformaTributaria 1ero evitar corrupción y despilfarro de recursos, después ampliar la base tributaria y fisca…",0
149,@elmer_palencia @CanalAntigua @Marjorievonahn @krismacastillo Hay un comunicado https://t.co/mYFPprnRPM #ReformaTributaria,1
150,@elhchavez @Marjorievonahn @krismacastillo Yo propongo el flat tax al estilo de Estonia. #ReformaTributaria,1
151,#ReformaTributaria ¿Qué tal tributar conforme a la tierra y eliminar las exenciones fiscales a los grandes contribuyentes?,0
152,"RT @Anon_Protect: ¿Cómo queremos reformar? Los impuestos alcanzan, pero se los roban los corrúptos #ReformaTributaria #SfImpuestos https://…",1
153,RT @edgar_ortizgt: Al aire ya con #ReformaTributaria https://t.co/KYjYRH6zA4,1
154,RT @Anon_Protect: Siempre pueblo de Guatemala rechazó colectivo vendido incluso con HT 》   #Anonymous #ReformaTributaria #SfImpuestos https…,0
155,Al aire ya con #ReformaTributaria https://t.co/KYjYRH6zA4,1
156,"RT @Anon_Protect: ""No soy corrúpto, ladrón ni Testaferro de ST No lavo dinero"" Att Juancarloslobo6  #ReformaTributaria #SfImpuestos https:/…",0
157,"RT @Anon_Protect: Elos respetan la libre expresión"" dicen,   ¿CALLANDO LA CORRUPCIÓN?  #SfImpuestos #ReformaTributaria #Anonymous https://t…",0
158,#ReformaTributaria Subir regalías mineras al 80% sobre el precio internacional como lo hizo Bolivia y Ecuador y no afectar al ciudadano.,0
159,RT @Anon_Protect: Se les acabo el Inmenso Show La verdad te ha aplastado  #Anonymous #SfImpuestos #ReformaTributaria https://t.co/4Xmgf66Fks,1
160,RT @Anon_Protect: Uds no son #Anonymous son Vendidos Callcenteros a la Mafia de la UNE Copy Paste 》》  #SfImpuestos #ReformaTributaria https…,1
161,RT @Anon_Protect: #DictalordSeRetira DESPUES DE 1 EXTRAÑA ENTREVISTA ENTRE LOS TUITEROS D LA MAFIA UNE #SfImpuestos #ReformaTributaria http…,1
162,RT @Anon_Protect: SOMOS #ANONYMOUS GUATEMALA NG SOMOS LEGION NO PERDONAMOS NO OLVIDAMOS ESPERADNOS !!! #SfImpuestos #ReformaTributaria http…,1
163,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  FALSO AN0NYMOUSGT EN 4 IMAGENES ...ALERTA PUEBLO DE GUATEMALA!! htt…,1
164,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  Falso anonymous en GUATEMALA call center de #narcopolitica UNE http…,0
165,RT @MafiaSandraUNE: #ReformaTributaria #SFImpuestos  ALERTA GT : 27/4/2015 EDUARDO RAMIREZ EXTORSION-VANDALISMO #1561 @PNCdeGuatemala https…,1
166,"RT @Anon_Protect: No importan tus amenazas, ofrecimientos $$ QQ x callarnos Denunciamos públicamente  #SfImpuestos #ReformaTributaria https…",0
167,"#ReformaTributaria si no se crearán leyes como la del ""conservación del empleo"" que sólo le quito los impuestos a maquilas y call center.",0
168,"#ReformaTributaria primero lo primero, fortalecimiento d SAT evitar defraudación, eficiencia y transparencia, luego pagamos mas",1
169,"RT @Anon_Protect: ¿Cómo queremos reformar? Los impuestos alcanzan, pero se los roban los corrúptos #ReformaTributaria #SfImpuestos https://…",1
170,"RT @Anon_Protect: ""No soy corrúpto, ladrón ni Testaferro de ST No lavo dinero"" Att Juancarloslobo6  #ReformaTributaria #SfImpuestos https:/…",0
171,"RT @Anon_Protect: Elos respetan la libre expresión"" dicen,   ¿CALLANDO LA CORRUPCIÓN?  #SfImpuestos #ReformaTributaria #Anonymous https://t…",0
172,Al Aire #ALas10PM: con @marjorievonahn @edgar_ortizgt y @krismacastillo analizamos #ReformaTributaria ¡Participe! https://t.co/OWAiBnhFeQ,1
173,RT @Anon_Protect: Se les acabo el Inmenso Show La verdad te ha aplastado  #Anonymous #SfImpuestos #ReformaTributaria https://t.co/4Xmgf66Fks,1
174,RT @Anon_Protect: Uds no son #Anonymous son Vendidos Callcenteros a la Mafia de la UNE Copy Paste 》》  #SfImpuestos #ReformaTributaria https…,1
175,RT @Anon_Protect: SOMOS #ANONYMOUS GUATEMALA NG SOMOS LEGION NO PERDONAMOS NO OLVIDAMOS ESPERADNOS !!! #SfImpuestos #ReformaTributaria http…,1
176,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  FALSO AN0NYMOUSGT EN 4 IMAGENES ...ALERTA PUEBLO DE GUATEMALA!! htt…,1
177,RT @MafiaSandraUNE: #ReformaTributaria #DictaLordSeRetira #SFImpuestos  Falso anonymous en GUATEMALA call center de #narcopolitica UNE http…,0
178,"#ReformaTributaria antes de tan siquiera considerar aumentar impuestos que dejen de saquear, robar, comprar sobrevalorado etc.",0
179,RT @MafiaSandraUNE: #ReformaTributaria #SFImpuestos  ALERTA GT : 27/4/2015 EDUARDO RAMIREZ EXTORSION-VANDALISMO #1561 @PNCdeGuatemala https…,1
180,"RT @Anon_Protect: No importan tus amenazas, ofrecimientos $$ QQ x callarnos Denunciamos públicamente  #SfImpuestos #ReformaTributaria https…",0
181,#ReformaTributaria hacer reformas tributarias  cada rato no genera certesa juridica y todo termina asi @CanalAntigua https://t.co/qfLtiF2wzQ,1
182,@CanalAntigua #ReformaTributaria La confusión que provoca Jimmy al referirse a presidente Morales y percatarse que no se Evo sino él mismo!!,0
183,"RT @Anon_Protect: ¿Cómo queremos reformar? Los impuestos alcanzan, pero se los roban los corrúptos #ReformaTributaria #SfImpuestos https://…",1
184,RT @Anon_Protect: Siempre pueblo de Guatemala rechazó colectivo vendido incluso con HT 》   #Anonymous #ReformaTributaria #SfImpuestos https…,0
185,"RT @Anon_Protect: ""No soy corrúpto, ladrón ni Testaferro de ST No lavo dinero"" Att Juancarloslobo6  #ReformaTributaria #SfImpuestos https:/…",0
186,"RT @Anon_Protect: Elos respetan la libre expresión"" dicen,   ¿CALLANDO LA CORRUPCIÓN?  #SfImpuestos #ReformaTributaria #Anonymous https://t…",0
187,RT @Anon_Protect: Se les acabo el Inmenso Show La verdad te ha aplastado  #Anonymous #SfImpuestos #ReformaTributaria https://t.co/4Xmgf66Fks,1
188,RT @Anon_Protect: Uds no son #Anonymous son Vendidos Callcenteros a la Mafia de la UNE Copy Paste 》》  #SfImpuestos #ReformaTributaria https…,1
189,RT @Anon_Protect: #DictalordSeRetira DESPUES DE 1 EXTRAÑA ENTREVISTA ENTRE LOS TUITEROS D LA MAFIA UNE #SfImpuestos #ReformaTributaria http…,1
190,RT @Anon_Protect: SOMOS #ANONYMOUS GUATEMALA NG SOMOS LEGION NO PERDONAMOS NO OLVIDAMOS ESPERADNOS !!! #SfImpuestos #ReformaTributaria http…,1
