,content,polarity
48,RT @RDValdivia: Más de 600 participantes en el Cabildo de #valdiviacl #AsambleaConstituyente,1
49,RT @BordePolitico: ¿Ya conocen la integración de la #AsambleaConstituyente de la Ciudad de México? #ConstituyenteCDMX https://t.co/4m0uImpE…,1
50,¿Ya conocen la integración de la #AsambleaConstituyente de la Ciudad de México? #ConstituyenteCDMX https://t.co/4m0uImpEQA,1
51,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
52,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
53,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
54,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
55,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
56,RT @BordePolitico: Esta será la integración de la #AsambleaConstituyente de la Ciudad de México #ConstituyenteCDMX https://t.co/HEdRusVxeS,1
57,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
58,"CdeM: ¿centralista o federalista?, opinión de @rpascoep https://t.co/0i1gR7Z26W #CDMX #AsambleaConstituyente",1
59,El grupo de la sala 24 Colegio Brasil #CabildoRegional Bio Bio. La #AsambleaConstituyente fue unánime https://t.co/R3hanvyMOr,0
60,"Listo, borrador de la Constitución; última fase de revisión https://t.co/8bchhOGxV1 #CDMX #AsambleaConstituyente",1
61,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
62,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
63,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
64,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
65,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
66,RT @BordePolitico: Esta será la integración de la #AsambleaConstituyente de la Ciudad de México #ConstituyenteCDMX https://t.co/HEdRusVxeS,1
67,Esta será la integración de la #AsambleaConstituyente de la Ciudad de México #ConstituyenteCDMX https://t.co/HEdRusVxeS,1
68,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
69,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
70,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
71,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
72,RT @TEPJF_informa: Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii http…,1
73,Se revocó sanción del INE al PAN por informe de gastos de campaña de #AsambleaConstituyente https://t.co/rCn8B6l4Ii https://t.co/7r257h4Vgy,1
74,RT @menesesfab: Bien @Husardelamente nuestro coordinador de San Miguel! Marcando #AsambleaConstituyente https://t.co/hlSLsHoNor,1
75,RT @rociodonoso: Misión cumplida #AsambleaConstituyente en el #CabildoRegional del #ProcesoConstituyente https://t.co/7aWTMuJVvg,1
76,RT @jobecerra: #AsambleaConstituyente fue fuertemente demandada en los #CabildosRegionales ... Que sistematización no la desconozca https:/…,1
77,RT @KenaLorenziniL: #CabildoRegional  Nuestro grupo 106 instaló #Derechos SexualesyReproductivos y #AsambleaConstituyente  #ChileCamibió ht…,1
78,"#MiCabildo por tratados, acuerdos y convenios #NoTPP #AsambleaConstituyente para no hipotecar soberanía @_jose_araya https://t.co/mfUbJadzaY",1
79,RT @genarocuadros: Un murmullo se escucha en estación mapocho #AsambleaConstituyente @marcatuvoto @ConclaveSocial @la_gato https://t.co/iy8…,1
80,@javiparada Tu devoción es aplaudirle con la #AsambleaConstituyente Que objetivo persigues?,1
81,Conoco qué es una #AsambleaConstituyente https://t.co/Sr2GFvW9tr https://t.co/nLhj16ZQ6s,1
82,¡GACETA DE LA #ASAMBLEACONSTITUYENTE está disponible! https://t.co/NCr4sdSnJq Gracias a @frannajoes @P_Indigenas,1
83,RT @SebaDepolo: Mucha gente en el #CabildoRegional en la Estación Mapocho! En @RDemocratica vamos por #AsambleaConstituyente https://t.co/W…,1
84,RT @jobecerra: #AsambleaConstituyente fue fuertemente demandada en los #CabildosRegionales ... Que sistematización no la desconozca https:/…,1
85,RT @Super_8mm: en Región de los Ríos arrasó la #AsambleaConstituyente en el item Instituciones del Estado: 19 mesas con acuerdo total y 1 c…,1
86,@latercera Mostrar el cielo de la Estación Mapocho es reflejo del fracaso de las AC. Dónde esta la gente? #AsambleaConstituyente,1
87,@FlacomenesesS ¿agregaron al candidato a concejal de lo espejo que está por #AsambleaConstituyente ? https://t.co/a9fSuHOp3L,1
88,Todas las estrategias de participación deben tensionar #AsambleaConstituyente #CabildoRegional #Valparaíso https://t.co/bYhJpF8lWD,1
89,"Además de la #AsambleaConstituyente, of course, que ya está dentro de las 7 instituciones a nivel nacional.",0
90,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
91,"RT @luisastudillop: Gran ejercicio constituyente en la Estación Mapocho, gran deliberación en Cabildo Regional #AsambleaConstituyente https…",1
92,RT @la_gato: Hoy se escribe primera parte de nuestra nueva #Constitución democrática #CabildosRegionales #AsambleaConstituyente https://t.c…,1
93,"RT @jotapearriaza: Nuestra Secretaria RD Marcela Sandoval, reafirmando fuerte y claro que en @RDemocratica trabajaremos por la #AsambleaCon…",1
94,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
95,"RT @jotapearriaza: Nuestra Secretaria RD Marcela Sandoval, reafirmando fuerte y claro que en @RDemocratica trabajaremos por la #AsambleaCon…",1
96,"RT @jotapearriaza: Nuestra Secretaria RD Marcela Sandoval, reafirmando fuerte y claro que en @RDemocratica trabajaremos por la #AsambleaCon…",1
97,"RT @jotapearriaza: Nuestra Secretaria RD Marcela Sandoval, reafirmando fuerte y claro que en @RDemocratica trabajaremos por la #AsambleaCon…",1
98,"RT @jotapearriaza: Nuestra Secretaria RD Marcela Sandoval, reafirmando fuerte y claro que en @RDemocratica trabajaremos por la #AsambleaCon…",1
99,"Nuestra Secretaria RD Marcela Sandoval, reafirmando fuerte y claro que en @RDemocratica trabajaremos por la #AsambleaConstituyente",1
100,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
101,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
102,"RT @javiparada: .@colomba_roja sí, llegando a casa contenta pero feliz. #MiCabildo #ProcesoConstituyente #AsambleaConstituyente https://t.c…",0
103,RT @VeroProgreAC: Solo #AsambleaConstituyente. https://t.co/mmOhxpG4vO,1
104,Solo #AsambleaConstituyente. https://t.co/mmOhxpG4vO,1
105,RT @la_gato: Hoy se escribe primera parte de nuestra nueva #Constitución democrática #CabildosRegionales #AsambleaConstituyente https://t.c…,1
106,RT @RDValdivia: Gran convocatoria en Cabildo #valdiviacl #MiCabildo #AsambleaConstituyente @RDValdivia https://t.co/HV0FKI36u1,1
107,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
108,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
109,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
110,"RT @Tinnnto: @vueltadpagina @rodolfomatus @pinguinazo2006 Así es, estoy por #AsambleaConstituyente y x movilización en calle. El 21 yo marc…",0
111,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
112,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
113,RT @jobecerra: #AsambleaConstituyente fue fuertemente demandada en los #CabildosRegionales ... Que sistematización no la desconozca https:/…,1
114,"RT @titomedinaneira: En mi grupo de trabajo, unánime #AsambleaConstituyente #MiCabildo #CabildoRegional #ElCabildoSeHace",1
115,"RT @luisastudillop: Gran ejercicio constituyente en la Estación Mapocho, gran deliberación en Cabildo Regional #AsambleaConstituyente https…",1
116,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
117,RT @jobecerra: #AsambleaConstituyente fue fuertemente demandada en los #CabildosRegionales ... Que sistematización no la desconozca https:/…,1
118,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
119,RT @VeroProgreAC: A subir del 6 al 1 lugar la #AsambleaConstituyente en #LosLagos. Que no quede duda. #ElCabildoSeAC @marcatuvoto https://t…,0
120,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
121,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
122,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
123,RT @jobecerra: #AsambleaConstituyente fue fuertemente demandada en los #CabildosRegionales ... Que sistematización no la desconozca https:/…,1
124,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
125,RT @jobecerra: #AsambleaConstituyente fue fuertemente demandada en los #CabildosRegionales ... Que sistematización no la desconozca https:/…,1
126,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
127,RT @DavidEspinoza_S: En cabildo regional de la Araucanía promoviendo y resguardando la #AsambleaConstituyente @marcatuvoto @AC_Araucania ht…,1
128,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
129,RT @IvanOlguin: Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https:/…,0
130,Se equivoca @PPD_Chile: La #AsambleaConstituyente sería el comienzo de la peor crisis institucional de la historia. https://t.co/Mljbad4ai9,0
131,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
132,RT @pschile: #PropuestasCabildos Los socialistas lo definimos en nuestro 30º Congreso: #AsambleaConstituyente para definir una #NuevaConsti…,1
133,"RT @Tinnnto: @LapintanaRed @rodolfomatus @vueltadpagina @pinguinazo2006 En lo político, queremos nueva constitución por medio de #AsambleaC…",1
134,RT @KenaLorenziniL: #CabildoRegional  Nuestro grupo 106 instaló #Derechos SexualesyReproductivos y #AsambleaConstituyente  #ChileCamibió ht…,1
135,"@LapintanaRed @rodolfomatus @vueltadpagina @pinguinazo2006 En lo político, queremos nueva constitución por medio de #AsambleaConstituyente",1
136,"RT @Tinnnto: @vueltadpagina @rodolfomatus @pinguinazo2006 Así es, estoy por #AsambleaConstituyente y x movilización en calle. El 21 yo marc…",0
137,"RT @Tinnnto: @vueltadpagina @rodolfomatus @pinguinazo2006 Así es, estoy por #AsambleaConstituyente y x movilización en calle. El 21 yo marc…",0
138,"@vueltadpagina @rodolfomatus @pinguinazo2006 Así es, estoy por #AsambleaConstituyente y x movilización en calle. El 21 yo marcho #NOMasAFPs",0
139,RT @SebaDepolo: Mucha gente en el #CabildoRegional en la Estación Mapocho! En @RDemocratica vamos por #AsambleaConstituyente https://t.co/W…,1
140,RT @jsaramirezg: Lleno total en el #CabildoRegional de la Región del Bio Bio. Vamos por la #AsambleaConstituyente https://t.co/DvHBlhHmSs,1
141,RT @genarocuadros: Todos deliberando por #AsambleaConstituyente @marcatuvoto @ConclaveSocial @nico https://t.co/3M2HkCTLt7,1
142,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
143,RT @Super_8mm: en Región de los Ríos arrasó la #AsambleaConstituyente en el item Instituciones del Estado: 19 mesas con acuerdo total y 1 c…,1
144,RT @genarocuadros: Todos deliberando por #AsambleaConstituyente @marcatuvoto @ConclaveSocial @nico https://t.co/3M2HkCTLt7,1
145,RT @FrancoBeghelli: La #AsambleaConstituyente 1° lugar en instituciones! Y Sindicalización y Negociación Colectiva 1° lugar en Derechos! ht…,0
146,RT @la_gato: Hoy se escribe primera parte de nuestra nueva #Constitución democrática #CabildosRegionales #AsambleaConstituyente https://t.c…,1
147,"RT @luisastudillop: Gran ejercicio constituyente en la Estación Mapocho, gran deliberación en Cabildo Regional #AsambleaConstituyente https…",1
148,"RT @javiparada: .@colomba_roja sí, llegando a casa contenta pero feliz. #MiCabildo #ProcesoConstituyente #AsambleaConstituyente https://t.c…",0
149,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
150,RT @SebaDepolo: Mucha gente en el #CabildoRegional en la Estación Mapocho! En @RDemocratica vamos por #AsambleaConstituyente https://t.co/W…,1
151,RT @genarocuadros: Que orgullo de diputada todos deliberando por #AsambleaConstituyente @marcatuvoto @ConclaveSocial @camila_vallejo https:…,1
152,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
153,RT @genarocuadros: Deliberando en Cabildo Santiago #AsambleaConstituyente @marcatuvoto @ConclaveSocial @mpaz_dominguez https://t.co/eEYk75t…,1
154,RT @genarocuadros: Todos en deliberación #AsambleaConstituyente @marcatuvoto @ConclaveSocial @ceaceotres https://t.co/WIPjqmaXuc,1
155,RT @genarocuadros: Todos deliberando por #AsambleaConstituyente @marcatuvoto @ConclaveSocial @maryecampos https://t.co/FHDke7wB75,1
156,RT @genarocuadros: Todos deliberando por #AsambleaConstituyente @marcatuvoto @ConclaveSocial  @jobecerra https://t.co/pRs47h6joX,1
157,RT @genarocuadros: Orgullo de diputada todos deliberando  #AsambleaConstituyente @marcatuvoto @ConclaveSocial @Karolcariola https://t.co/C5…,1
158,RT @jobecerra: #AsambleaConstituyente fue fuertemente demandada en los #CabildosRegionales ... Que sistematización no la desconozca https:/…,1
159,RT @genarocuadros: Todos deliberando por #AsambleaConstituyente @marcatuvoto @ConclaveSocial https://t.co/YgNhH3dPnI,1
160,RT @KenaLorenziniL: #CabildoRegional  Nuestro grupo 106 instaló #Derechos SexualesyReproductivos y #AsambleaConstituyente  #ChileCamibió ht…,1
161,RT @jsaramirezg: Lleno total en el #CabildoRegional de la Región del Bio Bio. Vamos por la #AsambleaConstituyente https://t.co/DvHBlhHmSs,1
162,RT @MarcatuvotoSM: Vamos a marcar la participación ciudadana vinculante y la #AsambleaConstituyente en el Cabildo Regional https://t.co/G1o…,1
163,RT @VeroProgreAC: A subir del 6 al 1 lugar la #AsambleaConstituyente en #LosLagos. Que no quede duda. #ElCabildoSeAC @marcatuvoto https://t…,0
164,RT @pschile: #PropuestasCabildos Los socialistas lo definimos en nuestro 30º Congreso: #AsambleaConstituyente para definir una #NuevaConsti…,1
165,RT @pschile: #PropuestasCabildos Los socialistas lo definimos en nuestro 30º Congreso: #AsambleaConstituyente para definir una #NuevaConsti…,1
166,RT @pschile: #PropuestasCabildos Los socialistas lo definimos en nuestro 30º Congreso: #AsambleaConstituyente para definir una #NuevaConsti…,1
167,RT @KenaLorenziniL: #CabildoRegional  Nuestro grupo 106 instaló #Derechos SexualesyReproductivos y #AsambleaConstituyente  #ChileCamibió ht…,1
168,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
169,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
170,RT @VeroProgreAC: A subir del 6 al 1 lugar la #AsambleaConstituyente en #LosLagos. Que no quede duda. #ElCabildoSeAC @marcatuvoto https://t…,0
171,RT @jsaramirezg: Lleno total en el #CabildoRegional de la Región del Bio Bio. Vamos por la #AsambleaConstituyente https://t.co/DvHBlhHmSs,1
172,RT @PedroMunozLeiva: Aplauso cerrado obtiene la #AsambleaConstituyente en el #CabildoRegional de #LosRíos. ¡Emocionante! #Valdiviacl https:…,1
173,"RT @ChileFederal: OJO Chile, los Cabildos NO SON VINCULANTES....son como un ensayo pa´ NO HACER una #AsambleaConstituyente",1
174,RT @VeroProgreAC: A subir del 6 al 1 lugar la #AsambleaConstituyente en #LosLagos. Que no quede duda. #ElCabildoSeAC @marcatuvoto https://t…,0
175,RT @VeroProgreAC: A subir del 6 al 1 lugar la #AsambleaConstituyente en #LosLagos. Que no quede duda. #ElCabildoSeAC @marcatuvoto https://t…,0
176,RT @VeroProgreAC: A subir del 6 al 1 lugar la #AsambleaConstituyente en #LosLagos. Que no quede duda. #ElCabildoSeAC @marcatuvoto https://t…,0
177,RT @MarcatuvotoSM: Vamos a marcar la participación ciudadana vinculante y la #AsambleaConstituyente en el Cabildo Regional https://t.co/G1o…,1
178,RT @_jose_araya: Bien #valdiviacl Cabildo Regional. +600 partícipantes. #AsambleaConstituyente 1lugar instituciones,1
179,RT @MarcatuvotoSM: Vamos a marcar la participación ciudadana vinculante y la #AsambleaConstituyente en el Cabildo Regional https://t.co/G1o…,1
180,RT @genarocuadros: Todos deliberando por #AsambleaConstituyente @marcatuvoto @ConclaveSocial @maryecampos https://t.co/FHDke7wB75,1
181,RT @genarocuadros: Orgullo de diputada todos deliberando  #AsambleaConstituyente @marcatuvoto @ConclaveSocial @Karolcariola https://t.co/C5…,1
182,RT @FabioBogdanic: #MiCabildo #CabildoRegional Biobío quiere #AsambleaConstituyente e #IniciativaPopularDeLey #UnaConstituciónParaChile htt…,1
183,RT @jobecerra: #AsambleaConstituyente fue fuertemente demandada en los #CabildosRegionales ... Que sistematización no la desconozca https:/…,1
184,RT @jobecerra: #AsambleaConstituyente fue fuertemente demandada en los #CabildosRegionales ... Que sistematización no la desconozca https:/…,1
185,RT @KenaLorenziniL: #CabildoRegional  Nuestro grupo 106 instaló #Derechos SexualesyReproductivos y #AsambleaConstituyente  #ChileCamibió ht…,1
186,RT @FBS_Maqawis: Excelente participación en #CabildoRegional #Arica #constitucion #AsambleaConstituyente https://t.co/oovz9GEsnl,1
187,RT @MarcatuvotoSM: Vamos a marcar la participación ciudadana vinculante y la #AsambleaConstituyente en el Cabildo Regional https://t.co/G1o…,1
188,RT @MarcatuvotoSM: Vamos a marcar la participación ciudadana vinculante y la #AsambleaConstituyente en el Cabildo Regional https://t.co/G1o…,1
189,RT @AleMillanxNunoa: En #CabildoRegional donde muchas llamamos por #AsambleaConstituyente junto a @RD_NUNOA @RDemocratica https://t.co/AN7A…,0
190,RT @MarcatuvotoSM: Vamos a marcar la participación ciudadana vinculante y la #AsambleaConstituyente en el Cabildo Regional https://t.co/G1o…,1
191,RT @jsaramirezg: Lleno total en el #CabildoRegional de la Región del Bio Bio. Vamos por la #AsambleaConstituyente https://t.co/DvHBlhHmSs,1
192,RT @jsaramirezg: Lleno total en el #CabildoRegional de la Región del Bio Bio. Vamos por la #AsambleaConstituyente https://t.co/DvHBlhHmSs,1
193,RT @jsaramirezg: Lleno total en el #CabildoRegional de la Región del Bio Bio. Vamos por la #AsambleaConstituyente https://t.co/DvHBlhHmSs,1
194,RT @KenaLorenziniL: #CabildoRegional  Nuestro grupo 106 instaló #Derechos SexualesyReproductivos y #AsambleaConstituyente  #ChileCamibió ht…,1
