,Unnamed: 0,comments,created_time,from,id,likes,content,shares,type,Unnamed: 9,polarity
80,86,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-09-06 02:30:36,"{u'name': u'Román Alemán González', u'id': u'10205299903150344'}",244331422279533_10203328246900170,"{u'data': [], u'summary': {u'total_count': 0}}","SI LES GUSTA ESCUCHAR BUENA MUSICA, SEAN BIENVENIDOS A Orbe Audioemisora, PRIMERA RADIO ONLINE DE CHILE AL AIRE DIRECTAMENTE EN FACEBOOK.

SOMOS UN MEDIO SERIO, JOVEN Y AMANTE DE LA MÙSICA, PERO LO QUE MÀS NOS GUSTA ES CUMPLIR LOS DESEOS MUSICALES DE LOS AMANTES DE LA BUENA MÙSICA.

https://www.facebook.com/ORBEemisora",,link,,1
81,87,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-09-05 14:00:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_745199252192745,"{u'paging': {u'cursors': {u'after': u'MTAxNTM5MDQ0ODA3NzI2NDE=', u'before': u'MTAyMDQ5Nzg1MjU1OTg1NDY='}}, u'data': [{u'id': u'10204978525598546', u'name': u'Sogal Retse Nicou'}, {u'id': u'1518547168430168', u'name': u'Maria Antonia Álvarez Sánchez'}, {u'id': u'10205299903150344', u'name': u'Román Alemán González'}, {u'id': u'10208077630756695', u'name': u'Jaime Uribe'}, {u'id': u'10202122487658798', u'name': u'Hugo Andres Peralta'}, {u'id': u'10152952063014755', u'name': u'Marcela Vargas Fernández'}, {u'id': u'10202156856697849', u'name': u'Anabella Ciana'}, {u'id': u'10203661281353887', u'name': u'Lorenzo San Martin Valladares'}, {u'id': u'891164967594544', u'name': u'Gustavo Zuñiga Muñoz'}, {u'id': u'10207889765656324', u'name': u'Vianka Hortuvia Atenas'}, {u'id': u'10152161127228740', u'name': u'Felipe Neuenschwander S'}, {u'id': u'725254894210036', u'name': u'Carlos Javier Nuñez'}, {u'id': u'10152031429011851', u'name': u'Francisco Duran Michel'}, {u'id': u'10152161072073224', u'name': u'Ximena Ivonne Castillo Mella'}, {u'id': u'824692700897330', u'name': u'Beatrice DWolf'}, {u'id': u'10203669803159032', u'name': u'Lucía Navarro'}, {u'id': u'10153904480772641', u'name': u'Yuriko Takahashi'}], u'summary': {u'total_count': 17}}","""El poeta no cumple su palabra si no cambia los nombres de las cosas""

Feliz día #NicanorParra en su centenario

#centenarioParra #antipoeta

Fuente imagen: Memoria Chilena",{u'count': 2},photo,,1
82,88,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-09-04 17:19:56,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_744884248890912,"{u'paging': {u'cursors': {u'after': u'NTIzMTEzMDExMTY4MDY0', u'before': u'MTAxNTI2Mzk4Njg3NTA5MjM='}}, u'data': [{u'id': u'10152639868750923', u'name': u'Sergio Gonzalez'}, {u'id': u'523113011168064', u'name': u'Fabiola Vanessa Contreras Carreño'}], u'summary': {u'total_count': 2}}","La colección de arte religioso del Museo Nacional de Bellas Artes llega a Iquique.

Hoy a las 19:00 hrs. inauguramos Imagen y Devoción en el Palacio Astoreca",{u'count': 1},photo,,0
83,89,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-09-02 16:30:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_743935028985834,"{u'paging': {u'cursors': {u'after': u'NTIzMTEzMDExMTY4MDY0', u'before': u'MTAyMDUyMzMxOTAyMDIwNzI='}}, u'data': [{u'id': u'10205233190202072', u'name': u'María Cecilia Danyau'}, {u'id': u'891164967594544', u'name': u'Gustavo Zuñiga Muñoz'}, {u'id': u'523113011168064', u'name': u'Fabiola Vanessa Contreras Carreño'}], u'summary': {u'total_count': 3}}","Esta obra fue pintada por Israel Roa, artista chileno que instauró la acuarela como una disciplina pictórica de relevancia. 

En 1939 Roa inauguró la cátedra de acuarela en la Escuela de Bellas Artes de la Universidad de Chile.

Visita la retrospectiva de Israel Roa en nuestro Espacio Suecia 26.
Av. Suecia N° 26, Providencia.
ENTRADA LIBERADA",{u'count': 1},photo,,1
84,90,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-09-02 01:05:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_743621715683832,"{u'paging': {u'cursors': {u'after': u'MjQ0MzMxNDIyMjc5NTMz', u'before': u'NTIzMTEzMDExMTY4MDY0'}}, u'data': [{u'id': u'523113011168064', u'name': u'Fabiola Vanessa Contreras Carreño'}, {u'id': u'891164967594544', u'name': u'Gustavo Zuñiga Muñoz'}, {u'id': u'10152039113431431', u'name': u'Jars Ram Saa'}, {u'id': u'10203669803159032', u'name': u'Lucía Navarro'}, {u'id': u'10202122487658798', u'name': u'Hugo Andres Peralta'}, {u'id': u'244331422279533', u'name': u'Fundación Itaú Chile'}], u'summary': {u'total_count': 6}}","Grabados, pinturas y dibujos conforman ""Racz, un maestro por descrubrir"", la muestra que organizamos junto a la Corporación Cultural de Las Condes.

Visítala en nuestro Espacio ArteAbierto y conoce el estrecho vínculo de este artista rumano con nuestro Chile.

Más información: http://bit.ly/Yr7UWE",{u'count': 1},photo,,1
85,91,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-08-30 16:05:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_742713215774682,"{u'paging': {u'cursors': {u'after': u'MTAyMDIxNTY4NTY2OTc4NDk=', u'before': u'MjQ0MzMxNDIyMjc5NTMz'}}, u'data': [{u'id': u'244331422279533', u'name': u'Fundación Itaú Chile'}, {u'id': u'100687760072879', u'name': u'Netmedia'}, {u'id': u'10202156856697849', u'name': u'Anabella Ciana'}], u'summary': {u'total_count': 3}}","Disfruta esta tarde de sábado con un buen panorama gratuito

En el marco de la exposición de Joseph Beuys que organizamos junto al MAC hoy a las 18:00 hrs. se presenta el documental ""Homenaje a Beuys"" del director Winfrid Parkinson. 

Más info: http://bit.ly/1thz6nV",{u'count': 1},photo,,1
86,92,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-08-19 01:05:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_737830612929609,"{u'paging': {u'cursors': {u'after': u'MTAyMDY0OTUxNTA5MTU4Mjc=', u'before': u'MTUxODU0NzE2ODQzMDE2OA=='}}, u'data': [{u'id': u'1518547168430168', u'name': u'Maria Antonia Álvarez Sánchez'}, {u'id': u'10152803250918585', u'name': u'Javiera Carolina'}, {u'id': u'10202156856697849', u'name': u'Anabella Ciana'}, {u'id': u'678704752178697', u'name': u'Guillermo Daniel Gonzalez Verdugo'}, {u'id': u'10152639868750923', u'name': u'Sergio Gonzalez'}, {u'id': u'523113011168064', u'name': u'Fabiola Vanessa Contreras Carreño'}, {u'id': u'891164967594544', u'name': u'Gustavo Zuñiga Muñoz'}, {u'id': u'10204423304526303', u'name': u'Monica Palma Waldron Horsham'}, {u'id': u'10152039113431431', u'name': u'Jars Ram Saa'}, {u'id': u'244331422279533', u'name': u'Fundación Itaú Chile'}, {u'id': u'10206495150915827', u'name': u'Zelda Barnes Stark'}], u'summary': {u'total_count': 11}}","¿Sabías que el rumano André Racz es posiblemente el único de los grandes artistas del siglo XX que mantuvo un estrecho vínculo con Chile?
 
Como Fundación Itaú quisimos reconocer su legado y exponer una parte de la muestra “Racz. Un maestro por descubrir”.
Más info: http://bit.ly/Yr7UWE

Espacio ArteAbierto Fundación Itaú
Apoquindo 3457, Las Condes.
Lunes a viernes, 9:00 a 14:00 hrs.
ENTRADA LIBERADA",{u'count': 1},photo,,1
87,93,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-08-12 12:18:32,"{u'category': u'Hotel', u'name': u'Hotel Playa Brava, Punta del Este Uruguay', u'category_list': [{u'id': u'164243073639257', u'name': u'Hotel'}], u'id': u'1402122083372523'}",244331422279533_734860679893269,"{u'data': [], u'summary': {u'total_count': 0}}","Estamos en Punta del Este-Uruguay. Hotel Playa Brava te esperamos desde U$S 25 por persona,no te lo puedes perder!!           tel. 42441612. www.hotelplayabrava.com.uy",,status,,1
88,94,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-08-05 16:30:02,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_731621120217225,"{u'paging': {u'cursors': {u'after': u'NzYyMzQwMjMwNTY0NDAz', u'before': u'MjQ0MzMxNDIyMjc5NTMz'}}, u'data': [{u'id': u'244331422279533', u'name': u'Fundación Itaú Chile'}, {u'id': u'10204336673031342', u'name': u'Iván Adolfo Campos'}, {u'id': u'10207985829746426', u'name': u'Rodrigo Vera'}, {u'id': u'762340230564403', u'name': u'Daniela Leiva'}], u'summary': {u'total_count': 4}}","Las acuarelas del artista chileno Israel Roa se toman nuestro Espacio Suecia 26, el Museo de Artes Decorativas y la Casa Museo Santa Rosa de Las Condes.

Este jueves inauguramos ""Israel Roa: Retrospectiva de un Premio Nacional""

Aquí pueden revisar un artículo publicado sobre esta muestra: http://bit.ly/1s6HpyF",{u'count': 1},photo,,1
89,95,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-08-05 01:17:01,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_731326270246710,"{u'paging': {u'cursors': {u'after': u'MTAyMDM2NjEyODEzNTM4ODc=', u'before': u'NTIzMTEzMDExMTY4MDY0'}}, u'data': [{u'id': u'523113011168064', u'name': u'Fabiola Vanessa Contreras Carreño'}, {u'id': u'10202122487658798', u'name': u'Hugo Andres Peralta'}, {u'id': u'10152984044429089', u'name': u'Francisca Morales'}, {u'id': u'10203661281353887', u'name': u'Lorenzo San Martin Valladares'}], u'summary': {u'total_count': 4}}","Ya está casi todo listo en nuestro Espacio ArteAbierto para recibir la nueva exposición ""André Racz: Un maestro por descubrir""

Desde el miércoles pueden visitarla gratuitamente

Av. Apoquindo 3457, Las Condes",,photo,,1
90,96,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-07-29 01:00:02,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_727923557253648,"{u'paging': {u'cursors': {u'after': u'MTAyMDU3NzI3ODg3MDA0OTc=', u'before': u'MTAxNTM0MTQyMTUzMDA3MTk='}}, u'data': [{u'id': u'10153414215300719', u'name': u'Paula Cárdenas Matzner'}, {u'id': u'244331422279533', u'name': u'Fundación Itaú Chile'}, {u'id': u'762340230564403', u'name': u'Daniela Leiva'}, {u'id': u'10203389936850573', u'name': u'Rodrigo Antonio Rg'}, {u'id': u'10205772788700497', u'name': u'José Miguel Castro Pulgar'}], u'summary': {u'total_count': 5}}","El próximo 5 de agosto inauguramos una exposición en homenaje a André Racz, un artista rumano que mantuvo una estrecha relación con Chile.

Entérate de todos los detalles en este artículo publicado en Artes y Letras: http://bit.ly/1o78cqC",,photo,,1
91,97,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekl3T0RJek16STBOak13TXpNNE9qRTBNRFV6TURBeU5qZz0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekl3T0RJek16STBOak13TXpNNE9qRTBNRFV6TURBeU5qZz0='}}, u'data': [{u'message': u'Créditos imagen: ""Hut mit Beuys von oben"", 1984. © VG Bild-Kunst, Bonn - SAVA, Buenos Aires, 2014. Cortesía: Galerie Thomas Modern/Instituto Plano Cultural', u'from': {u'category': u'Non-Profit Organization', u'name': u'Fundaci\xf3n Ita\xfa Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}, u'id': u'720817287964275_720823324630338'}], u'summary': {u'total_count': 1, u'order': u'chronological'}}",2014-07-14 01:10:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_720823137963690,"{u'paging': {u'cursors': {u'after': u'MTAxNTM5MDQ0ODA3NzI2NDE=', u'before': u'MTAyMDU0MDI4Nzk2NDM5MzA='}}, u'data': [{u'id': u'10205402879643930', u'name': u'Paola Valentina Contardo Gebhard'}, {u'id': u'10204511205158226', u'name': u'La Via Muerta'}, {u'id': u'332858200140824', u'name': u'MAC / Museo de Arte Contemporáneo'}, {u'id': u'10202156856697849', u'name': u'Anabella Ciana'}, {u'id': u'762340230564403', u'name': u'Daniela Leiva'}, {u'id': u'10153364243554474', u'name': u'Anne Kathrin Müller'}, {u'id': u'10204423304526303', u'name': u'Monica Palma Waldron Horsham'}, {u'id': u'891676470864482', u'name': u'Joselin Vergara Montenegro'}, {u'id': u'10153904480772641', u'name': u'Yuriko Takahashi'}], u'summary': {u'total_count': 9}}","¡Atentos! Pronto anunciaremos todos los detalles de la muestra JOSEPH BEUYS. OBRAS: 1955-1985, una amplia retrospectiva que traemos a Chile junto al Museo de Arte Contemporáneo.",,photo,,1
92,98,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-07-11 16:22:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_719687074743963,"{u'paging': {u'cursors': {u'after': u'MTAxNTM5MDQ0ODA3NzI2NDE=', u'before': u'MTAyMDMzODk5MzY4NTA1NzM='}}, u'data': [{u'id': u'10203389936850573', u'name': u'Rodrigo Antonio Rg'}, {u'id': u'725254894210036', u'name': u'Carlos Javier Nuñez'}, {u'id': u'10207575365238816', u'name': u'Alberto Albónico Alcayaga'}, {u'id': u'10152662793517537', u'name': u'Catalina Figueroa Caro'}, {u'id': u'762340230564403', u'name': u'Daniela Leiva'}, {u'id': u'10153904480772641', u'name': u'Yuriko Takahashi'}], u'summary': {u'total_count': 6}}","¡NOTICIA!
 
Como Fundación Itaú tenemos el orgullo de presentar por primera vez en Chile una amplia retrospectiva del artista alemán Joseph Beuys.
 
Revisa el artículo que salió publicado hoy en revista Qué Pasa: http://bit.ly/1mnBN30",{u'count': 6},photo,,1
93,100,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-07-08 21:30:02,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_718479918198012,"{u'paging': {u'cursors': {u'after': u'MTAyMDMzODk5MzY4NTA1NzM=', u'before': u'MTUxODU0NzE2ODQzMDE2OA=='}}, u'data': [{u'id': u'1518547168430168', u'name': u'Maria Antonia Álvarez Sánchez'}, {u'id': u'523113011168064', u'name': u'Fabiola Vanessa Contreras Carreño'}, {u'id': u'10208600094500474', u'name': u'Reyes Solange'}, {u'id': u'244331422279533', u'name': u'Fundación Itaú Chile'}, {u'id': u'10152122085977635', u'name': u'Maria Ignacia Salazar Perea'}, {u'id': u'10152662793517537', u'name': u'Catalina Figueroa Caro'}, {u'id': u'10203389936850573', u'name': u'Rodrigo Antonio Rg'}], u'summary': {u'total_count': 7}}","Disfruta las vacaciones de invierno en el Museo de Artes Decorativas.
Inscríbete gratis en talleres de origami, mandalas, miniaturas de greda, entre otros.

Talleres para niños, jóvenes y adultos.

Más info: http://bit.ly/1mOhsE7",,photo,,0
94,101,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-07-08 01:00:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_716506031728734,"{u'paging': {u'cursors': {u'after': u'MTAxNTIxMjIwODU5Nzc2MzU=', u'before': u'MTAyMDUzMTk0MjQxMjE5NTE='}}, u'data': [{u'id': u'10205319424121951', u'name': u'Franco Enrique Ibaceta Díaz'}, {u'id': u'10206537429535503', u'name': u'Alejandra Consuelo Saa Escobar'}, {u'id': u'10153426219848004', u'name': u'Pepa Torres'}, {u'id': u'10203389936850573', u'name': u'Rodrigo Antonio Rg'}, {u'id': u'10152770390189219', u'name': u'Damián Fernández Koke'}, {u'id': u'898176976913165', u'name': u'Simone Prestini'}, {u'id': u'725254894210036', u'name': u'Carlos Javier Nuñez'}, {u'id': u'10153869935917243', u'name': u'Patricio Hermosilla Rojas'}, {u'id': u'10203669803159032', u'name': u'Lucía Navarro'}, {u'id': u'244331422279533', u'name': u'Fundación Itaú Chile'}, {u'id': u'10152122085977635', u'name': u'Maria Ignacia Salazar Perea'}], u'summary': {u'total_count': 11}}","¿Sabías que el arte cinético subió a escena oficialmente con la exposición ""el movimiento"" en París donde participaron Alexander Calder, Marcel Duchamp, Víctor Vasarely, entre otros? 

Te invitamos a visitar Occhio Mobile, obras de destacados autores de este mítico movimiento.

Más info de la muestra: http://bit.ly/1j5lqJ5",{u'count': 1},photo,,1
95,102,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-07-07 02:00:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_716464528399551,"{u'paging': {u'cursors': {u'after': u'MTAyMDM2Njk4MDMxNTkwMzI=', u'before': u'MTAyMDIxMjI0ODc2NTg3OTg='}}, u'data': [{u'id': u'10202122487658798', u'name': u'Hugo Andres Peralta'}, {u'id': u'893119407379738', u'name': u'Eduardo Ochi'}, {u'id': u'678704752178697', u'name': u'Guillermo Daniel Gonzalez Verdugo'}, {u'id': u'1501233556773895', u'name': u'Lorelorelore Lerolerolero'}, {u'id': u'10152639868750923', u'name': u'Sergio Gonzalez'}, {u'id': u'10152122085977635', u'name': u'Maria Ignacia Salazar Perea'}, {u'id': u'244331422279533', u'name': u'Fundación Itaú Chile'}, {u'id': u'10204423304526303', u'name': u'Monica Palma Waldron Horsham'}, {u'id': u'10203669803159032', u'name': u'Lucía Navarro'}], u'summary': {u'total_count': 9}}","Los invitamos a visitar nuestro Espacio Suecia 26, donde encontrarán dibujos y grabados de la artista chilena Lily Garafulic en nuestro Espacio Suecia 26.

ENTRADA GRATUITA

Más info del homenaje a Lily Garafulic: http://bit.ly/1t6nKUe",{u'count': 1},photo,,1
96,103,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekUzTXpjek5EZzBPVGMxTXpJeU9qRTBNRFEyTmprME1qWT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekUzTXpjek5EZzBPVGMxTXpJeU9qRTBNRFEyTmprME1qWT0='}}, u'data': [{u'message': u'Un imperdible', u'from': {u'name': u'Carlos Javier Nu\xf1ez', u'id': u'725254894210036'}, u'id': u'716376985074972_717373484975322'}], u'summary': {u'total_count': 1, u'order': u'chronological'}}",2014-07-06 16:30:02,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_716376985074972,"{u'paging': {u'cursors': {u'after': u'NzI1MjU0ODk0MjEwMDM2', u'before': u'MTAyMDQ5Nzg1MjU1OTg1NDY='}}, u'data': [{u'id': u'10204978525598546', u'name': u'Sogal Retse Nicou'}, {u'id': u'10153364243554474', u'name': u'Anne Kathrin Müller'}, {u'id': u'10203389936850573', u'name': u'Rodrigo Antonio Rg'}, {u'id': u'10202122487658798', u'name': u'Hugo Andres Peralta'}, {u'id': u'725254894210036', u'name': u'Carlos Javier Nuñez'}], u'summary': {u'total_count': 5}}","Si aún no has visitado la retrospectiva del fotógrafo chileno, Sergio Larraín, te recordamos que está abierta hasta el 16 de julio.

#fotografia #cultura #panoramas",,link,,1
97,104,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-07-05 16:30:03,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_716456035067067,"{u'paging': {u'cursors': {u'after': u'MjQ0MzMxNDIyMjc5NTMz', u'before': u'NzI1MjU0ODk0MjEwMDM2'}}, u'data': [{u'id': u'725254894210036', u'name': u'Carlos Javier Nuñez'}, {u'id': u'536159273185168', u'name': u'Monika Za La'}, {u'id': u'10204423304526303', u'name': u'Monica Palma Waldron Horsham'}, {u'id': u'684914564960054', u'name': u'Filomena Cid'}, {u'id': u'10203669803159032', u'name': u'Lucía Navarro'}, {u'id': u'523113011168064', u'name': u'Fabiola Vanessa Contreras Carreño'}, {u'id': u'10153414215300719', u'name': u'Paula Cárdenas Matzner'}, {u'id': u'10152568916593050', u'name': u'Raúl Andrés Del Canto'}, {u'id': u'10152604681633359', u'name': u'Javiera Ide'}, {u'id': u'10207726793664502', u'name': u'Javiera Riadi Muse'}, {u'id': u'244331422279533', u'name': u'Fundación Itaú Chile'}], u'summary': {u'total_count': 11}}","¡Amigos de Copiapó!
Junto al Museo Nacional de Bellas Artes organizamos una muestra de arte religioso que se está presentando en el Salón de exposiciones Juan José Meyers de la Municipalidad de Copiapó hasta el 13 de agosto.

#cultura #panoramas #arte 

Más info: http://bit.ly/1qFBO52",,photo,,1
98,105,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-07-04 16:30:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_716369958409008,"{u'paging': {u'cursors': {u'after': u'NzYyMzQwMjMwNTY0NDAz', u'before': u'NzYyMzQwMjMwNTY0NDAz'}}, u'data': [{u'id': u'762340230564403', u'name': u'Daniela Leiva'}], u'summary': {u'total_count': 1}}","¡Amigos de Concepción! Recuerden que hasta el 15 de julio pueden visitar Durero, Maestro del Renacimiento en la Pinacoteca de la Universidad de Concepción.",{u'count': 1},link,,1
99,106,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-07-01 16:20:43,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_714528411926496,"{u'paging': {u'cursors': {u'after': u'MTAxNTM5MDQ0ODA3NzI2NDE=', u'before': u'MTAxNTIwNjEyNzYwNTY4ODk='}}, u'data': [{u'id': u'10152061276056889', u'name': u'Francisco Javier Rebolledo Caro'}, {u'id': u'10152604681633359', u'name': u'Javiera Ide'}, {u'id': u'10205504427508047', u'name': u'Dianella Anziani Costela'}, {u'id': u'10153904480772641', u'name': u'Yuriko Takahashi'}], u'summary': {u'total_count': 4}}","Las ciudades latinoamericanas se toman el International Center of Photography de Nueva York.

Paz Errázuriz y Sergio Larraín son algunos de los fotógrafos chilenos presentes en esta muestra.",{u'count': 1},link,,1
100,107,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-06-20 16:05:00,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_708968349149169,"{u'paging': {u'cursors': {u'after': u'MTAxNTI2Mzk4Njg3NTA5MjM=', u'before': u'MTAyMDUyODM3NjA4NzA4OTE='}}, u'data': [{u'id': u'10205283760870891', u'name': u'Marcia Guerra Monteiro Capanema'}, {u'id': u'10203389936850573', u'name': u'Rodrigo Antonio Rg'}, {u'id': u'10152803250918585', u'name': u'Javiera Carolina'}, {u'id': u'10152639868750923', u'name': u'Sergio Gonzalez'}], u'summary': {u'total_count': 4}}",¡Amigos! Que tengan un excelente viernes (y),,status,,1
101,108,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2014-06-19 16:52:26,"{u'category': u'Non-Profit Organization', u'name': u'Fundación Itaú Chile', u'category_list': [{u'id': u'151676848220295', u'name': u'Education'}, {u'id': u'133436743388217', u'name': u'Arts & Entertainment'}], u'id': u'244331422279533'}",244331422279533_708561615856509,"{u'paging': {u'cursors': {u'after': u'MTAyMDY0OTUxNTA5MTU4Mjc=', u'before': u'MTAyMDY0OTUxNTA5MTU4Mjc='}}, u'data': [{u'id': u'10206495150915827', u'name': u'Zelda Barnes Stark'}], u'summary': {u'total_count': 1}}","CONVOCATORIA HASTA EL 30 DE JUNIO

Si te faltó tiempo para terminar de escribir tu cuento, extendimos el plazo para que puedas participar en el Premio Itaú Cuento Digital 2014.

Sube tu cuento a www.premioitau.org",,status,,0
