,Unnamed: 0,comments,created_time,from,id,likes,content,shares,type,Unnamed: 9,Unnamed: 10,polarity
128,166,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-05-13 15:40:02,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_648430971957359,"{u'data': [], u'summary': {u'total_count': 0}}",Mariana Lindh Alexandro Cea Esteban Ojeda Agüero Italo Arenas Macarena CabelloJaviera De La Vega Martin López Melanie Manley Cristián Barahona RiquelmeViña del MarMaría Victoria Farías MaturanaI. Municipalidad de Viña del Mar Narciso Verón Ana Maria Allen Camila Alejandra Leger Correa,,photo,,,1
129,167,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-05-13 15:24:54,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_648426405291149,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'MTAxNTQxMTA1MjcxNjgwNjY='}}, u'data': [{u'id': u'10154110527168066', u'name': u'Mariana Lindh'}, {u'id': u'10204427425261934', u'name': u'Ximena Flores Villagra'}, {u'id': u'10206388524404517', u'name': u'Loreto Mancilla Osses'}, {u'id': u'10204898667408616', u'name': u'Pau Herrada M'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 6}}","UN NUEVO DÍA, UN NUEVO DESAFÍO ;) 

AYÚDANOS A DIFUNDIR  REINALDO TE NECESITA !!!

http://www.amisimeimporta.cl/2015/05/12/salud-a-sus-12-anos-enfrenta-una-grave-enfermedad/",{u'count': 8},link,,,1
130,168,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-05-11 22:08:53,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_647802408686882,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'MTAyMDQ4OTg2Njc0MDg2MTY='}}, u'data': [{u'id': u'10204898667408616', u'name': u'Pau Herrada M'}, {u'id': u'230240613749569', u'name': u'Para ti'}, {u'id': u'347344518786630', u'name': u'Paola Miño'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 4}}","Amigos y voluntarios ayudemos a Reinaldo, también nos ayudaras compartiendo esta publicación ✌️",,photo,,,1
131,169,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-05-11 22:06:50,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_647802068686916,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'MzQ3MzQ0NTE4Nzg2NjMw'}}, u'data': [{u'id': u'347344518786630', u'name': u'Paola Miño'}, {u'id': u'10205740942258083', u'name': u'María Belen Rodriguez Retamal'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 4}}","Una linda opción para hacer de tu cumpleaños una celebración especial 😉 

https://www.facebook.com/Amisimeimporta/photos/np.1431378004679601.1297983603/841774632570543/?type=1",,photo,,,1
132,170,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-05-09 21:29:40,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_646890742111382,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'10153397890469827', u'name': u'Veronica Johannes V.'}, {u'id': u'1455755671349280', u'name': u'Valentina Cabrera'}, {u'id': u'10152745480593744', u'name': u'Esteban Ojeda Agüero'}, {u'id': u'10204617570900310', u'name': u'Leticia Leon Rosas'}, {u'id': u'10208583558924248', u'name': u'Francisca Ibaseta Jerez'}, {u'id': u'10154110527168066', u'name': u'Mariana Lindh'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 9}}",Felicesssss compartiendo con las niñas de la casa de la Providencia de Valparaiso,,status,,,0
133,172,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-05-07 00:22:42,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_645958828871240,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'MTAxNTQxMTA1MjcxNjgwNjY='}}, u'data': [{u'id': u'10154110527168066', u'name': u'Mariana Lindh'}, {u'id': u'10204427425261934', u'name': u'Ximena Flores Villagra'}, {u'id': u'10202551214141911', u'name': u'Nacho Rojas Brahm'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 5}}","Amigas y amigos ella es la pequeña Mia, necesitamos leche ""NAN PRO""!!

Cualquier duda o consulta estaremos atentos para responderles a tiempo #amisimeimporta #desafiolevantemoschilevregion #desafiolevantemoschile 

Al compartir esta publicación también estas ayudándonos!!

Contacto: pherrada.voluntarios@desafiochile.cl",{u'count': 5},link,,,1
134,173,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOekE1TVRVMU16ZzVNakU0TWpVd09qRTBORE13T0RZMU16az0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOalExTmpBM01qYzFOVGN6TURZeU9qRTBNekE0TlRreE1qUT0='}}, u'data': [{u'message': u'Mi paulita te ves hermosa!!!! 😘😘😘', u'from': {u'name': u'Maria Olga Merida Gloria', u'id': u'10152400960479385'}, u'id': u'645604382240018_645607275573062'}, {u'message': u'Pau, amiga linda, que foto más potente, dos tremendas mujeres!', u'from': {u'name': u'Paola Morales Rivera', u'id': u'10206565700719781'}, u'id': u'645604382240018_645648625568927'}, {u'message': u'💖💖💖💖los mejores paulii graciasss', u'from': {u'name': u'Jimena Avila', u'id': u'585778468232415'}, u'id': u'645604382240018_709155389218250'}], u'summary': {u'total_count': 3, u'order': u'chronological'}}",2015-05-05 20:45:53,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_645604382240018,"{u'paging': {u'cursors': {u'after': u'MTAxNTIzMzUwMjQ5MDkzNTQ=', u'before': u'MTAyMDY5OTkzOTU3NjI4NDU='}}, u'data': [{u'id': u'10206999395762845', u'name': u'Reivja Zoñum'}, {u'id': u'1686467694918796', u'name': u'Priscilla Alejandra Leon'}, {u'id': u'10205573567480509', u'name': u'Ignacio Sebastián Pérez Maturana'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'10208394102830580', u'name': u'Cote G. Millán'}, {u'id': u'10152745480593744', u'name': u'Esteban Ojeda Agüero'}, {u'id': u'10153672262081118', u'name': u'Paola Pérez De Tudela'}, {u'id': u'10152117852238309', u'name': u'Sofía Mella Araya'}, {u'id': u'10206501069303117', u'name': u'Verito Cortes'}, {u'id': u'10154110527168066', u'name': u'Mariana Lindh'}, {u'id': u'10206565700719781', u'name': u'Paola Morales Rivera'}, {u'id': u'346721235515151', u'name': u'Tito Bertoni'}, {u'id': u'10152847376863618', u'name': u'Marcela Gebrie Sanhueza'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'950089128402366', u'name': u'Sole Deulofeu Aris'}, {u'id': u'10206169199053265', u'name': u'Claudia Farias Serrano'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'10204205363673461', u'name': u'Marta Alejandra Salinas Jofre'}, {u'id': u'10207215761456099', u'name': u'Vero Verito'}, {u'id': u'10152400960479385', u'name': u'Maria Olga Merida Gloria'}, {u'id': u'10152335024909354', u'name': u'Enrique Sánchez Martínez'}], u'summary': {u'total_count': 21}}",Entregando pañales a la mama de MIA esperamos  que le sirvan de mucho ahora nos falta la leche ( NAN PRO) #amisimeimporta #desafiolevantemoschile #desafiolevantemoschilevregion,,photo,,,0
135,174,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-05-05 18:19:20,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_645578712242585,"{u'paging': {u'cursors': {u'after': u'MTAyMDQwODk3MDUzMzc4NzQ=', u'before': u'MTAxNTQxMTA1MjcxNjgwNjY='}}, u'data': [{u'id': u'10154110527168066', u'name': u'Mariana Lindh'}, {u'id': u'10152745480593744', u'name': u'Esteban Ojeda Agüero'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10204089705337874', u'name': u'Macarena Lara Farias'}], u'summary': {u'total_count': 6}}","AMIGOS Y VOLUNTARIOS!!!

 LES CONTAMOS  QUE NECESITAMOS CON URGENCIA DADORES DE SANGRE DE CUALQUIER GRUPO PARA UN ESTUDIANTE DEL 8VO AÑO A DE LA ESCUELA IRMA SALAS DE CONCON , QUIEN ESTA INTERNADO EN LA UCI DEL HOSPITAL GUSTAVO FRIKE. 

SU RUT ES 20.831.733 - 4 

A NOMBRE DE REINALDO ARAYA ROMERO 

POR FAVOR, SI TU NO PUEDES, COMPARTE ESTA PUBLICACIÓN, 

GRACIAS!!!!",,photo,,,1
136,175,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-05-05 18:03:15,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_645574048909718,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'MTAyMDQxMzA3OTA3MjM4Nzc='}}, u'data': [{u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 2}}",AMIGOS NECESITAMOS DE TU AYUDA !!!!,{u'count': 1},link,,,1
137,176,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-05-05 17:56:23,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_645571935576596,"{u'paging': {u'cursors': {u'after': u'MTAyMDQxMzA3OTA3MjM4Nzc=', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'10206906514924406', u'name': u'Nelly Noelia Barraza Marin'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10154110527168066', u'name': u'Mariana Lindh'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}], u'summary': {u'total_count': 5}}","80 voluntarios de diferentes regiones de nuestro país estuvieron trabajando los días 1, 2 y 3 de Mayo en cuatro jardínes Infanitles de la localidad de Paipote, Copiapó. 
Tres de ellos fueron limpiados y uno pintado! el domingo pudimos terminar la jornada trabajando en la limpieza de dos casas.
GRACIAS A TODOS LOS VOLUNTARIOS APERRADOS Y JUGADOS POR NUESTROS COMPATRIOTAS DEL NORTE!",,photo,,,1
138,177,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOalF6TkRZNU9UTXlORFV6TkRZek9qRTBNekEwTXpnNU9UWT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOalF6TkRRM09UZzFOemc0T1RreE9qRTBNekEwTXpJMU1qVT0='}}, u'data': [{u'message': u'buenaaa!!!!!!!! los esperamos!!!!!!', u'from': {u'name': u'Valentina Fisher', u'id': u'10152986210208527'}, u'id': u'643447185789071_643447985788991'}, {u'message': u'Buenísima!! Mucho éxito en el viaje y durante todo el trabajo!', u'from': {u'name': u'Marisol Romero Balladares', u'id': u'10205132921154221'}, u'id': u'643447185789071_643469932453463'}], u'summary': {u'total_count': 2, u'order': u'chronological'}}",2015-04-30 22:19:23,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_643447185789071,"{u'paging': {u'cursors': {u'after': u'MTAxNTI5ODYyMTAyMDg1Mjc=', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'10205092078839796', u'name': u'Francisca Estrada Raurich'}, {u'id': u'10207763730156292', u'name': u'Valentina F. Frez'}, {u'id': u'10207203996671715', u'name': u'Catalina NiñodeZepeda Labayru'}, {u'id': u'10204458184589631', u'name': u'Felipe Carmona'}, {u'id': u'10206492485085002', u'name': u'Cristián Barahona Riquelme'}, {u'id': u'10152331290364927', u'name': u'Camila Muñoz Riveros'}, {u'id': u'10152436200046753', u'name': u'Diego Delgado'}, {u'id': u'10203758470214617', u'name': u'Yo Ma'}, {u'id': u'10154110527168066', u'name': u'Mariana Lindh'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'486131621559249', u'name': u'M Isabel Cuevas'}, {u'id': u'10209089296808558', u'name': u'Alex Daniel Rettig Diaz'}, {u'id': u'554042584732317', u'name': u'Felipe Ignacio Quiroz'}, {u'id': u'10203821333193984', u'name': u'Gabriela Paz Justiniano'}, {u'id': u'10204803924039136', u'name': u'Narciso Verón'}, {u'id': u'10152745480593744', u'name': u'Esteban Ojeda Agüero'}, {u'id': u'10152561251371471', u'name': u'Pauly Krause Alarcón'}, {u'id': u'10205097183329416', u'name': u'Telmi Inostroza'}, {u'id': u'10203438646179781', u'name': u'Daniela Gárate'}, {u'id': u'10207649870268165', u'name': u'Virginia Roswitha Rojas Hube'}, {u'id': u'10206388524404517', u'name': u'Loreto Mancilla Osses'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'10203918525176859', u'name': u'Diego Villalobos León'}, {u'id': u'10204392612670811', u'name': u'Camila Alejandra Leger Correa'}, {u'id': u'10152986210208527', u'name': u'Valentina Fisher'}], u'summary': {u'total_count': 26}}","Equipo Desafío Levantemos Chile V región y voluntarios están camino a Santiago para viajar a Paipote, Atacama. ¡Mucho éxito en el viaje!

Agradecemos a DAE PUCV por su apoyo en esta iniciativa.",{u'count': 2},photo,,,1
139,178,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-04-25 02:43:06,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_640510246082765,"{u'paging': {u'cursors': {u'after': u'MTAyMDQzOTI2MTI2NzA4MTE=', u'before': u'NTg1Nzc4NDY4MjMyNDE1'}}, u'data': [{u'id': u'585778468232415', u'name': u'Jimena Avila'}, {u'id': u'459073384294487', u'name': u'Demmys Leguina Araya'}, {u'id': u'10155029357660584', u'name': u'Ori Almonacid Fernández'}, {u'id': u'10206388524404517', u'name': u'Loreto Mancilla Osses'}, {u'id': u'689659794481500', u'name': u'Claudia Javiera'}, {u'id': u'10153486961259524', u'name': u'Carolina Contreras Dupré'}, {u'id': u'10203438646179781', u'name': u'Daniela Gárate'}, {u'id': u'10207615719210627', u'name': u'Ruth González Ferrer'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10204392612670811', u'name': u'Camila Alejandra Leger Correa'}], u'summary': {u'total_count': 10}}","Gracias al ""A mí sí me importa"" y a quienes confían en nosotros 🙏 gracias a ellos tenemos el caso de ""Paula Vidal"" solucionado 👏👏👏👏😍",,photo,,,1
140,180,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-04-23 20:14:37,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_639883819478741,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'Mjc5MDE3NDE1NTY1Mzg1'}}, u'data': [{u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 1}}","Necesitamos ayuda para trasladar materiales desde Santa Julia hasta Viña del Mar Alto para una construcción que realizaremos!!

¿Alguien con camión o flete que nos pueda apoyar?",,status,,,1
141,182,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-04-16 01:13:15,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_636076203192836,"{u'paging': {u'cursors': {u'after': u'NDg2MTMxNjIxNTU5MjQ5', u'before': u'MTAxNTI3NDU0ODA1OTM3NDQ='}}, u'data': [{u'id': u'10152745480593744', u'name': u'Esteban Ojeda Agüero'}, {u'id': u'10205097183329416', u'name': u'Telmi Inostroza'}, {u'id': u'275181976011723', u'name': u'Ana Maria Allen'}, {u'id': u'855957651155875', u'name': u'Andrés Pizarro Ríos'}, {u'id': u'10154156430517662', u'name': u'Bárbara Bayolo'}, {u'id': u'10154110527168066', u'name': u'Mariana Lindh'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'486131621559249', u'name': u'M Isabel Cuevas'}], u'summary': {u'total_count': 8}}","Una clínica móvil oftalmológica de Rotter y Krauss viajó a Chañaral, gracias a una alianza con Desafío Levantemos Chile. Fue instalada en el Hospital de Chañaral, donde la fundación está coordinando el apoyo voluntario de salud.
100 personas fueron atendidas por un oftalmólogo y un tecnólogo médico, que gracias a un refrectómetro pudieron realizar la entrega de lentes ópticos gratuitos.",,photo,,,1
142,185,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-04-08 17:33:35,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_632609283539528,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'MTAyMDY0OTI0ODUwODUwMDI='}}, u'data': [{u'id': u'10206492485085002', u'name': u'Cristián Barahona Riquelme'}, {u'id': u'1455755671349280', u'name': u'Valentina Cabrera'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'10204089705337874', u'name': u'Macarena Lara Farias'}, {u'id': u'10207203996671715', u'name': u'Catalina NiñodeZepeda Labayru'}, {u'id': u'10154110527168066', u'name': u'Mariana Lindh'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 7}}","Juntemos y entreguemos Huevitos de Chocolate!!!
Este Domingo 12 celebraremos la Pascua con los niños del Hogar Padre Alfonso Boess!

Si estas interesado en participar y/o colaborar con huevitos y aportes para la colación de los niños comunícate con nosotros!!",{u'count': 3},photo,,,0
143,189,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-03-30 15:08:17,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_628313570635766,"{u'paging': {u'cursors': {u'after': u'MTAxNTI1NjEyNTEzNzE0NzE=', u'before': u'MTAxNTI1NjEyNTEzNzE0NzE='}}, u'data': [{u'id': u'10152561251371471', u'name': u'Pauly Krause Alarcón'}], u'summary': {u'total_count': 1}}",https://www.facebook.com/video.php?v=1072304866129428,,status,,,1
144,192,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-03-27 18:17:11,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_626300904170366,"{u'paging': {u'cursors': {u'after': u'Mjc5MDE3NDE1NTY1Mzg1', u'before': u'MTAxNTIzMzUwMjQ5MDkzNTQ='}}, u'data': [{u'id': u'10152335024909354', u'name': u'Enrique Sánchez Martínez'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'347344518786630', u'name': u'Paola Miño'}, {u'id': u'10204617570900310', u'name': u'Leticia Leon Rosas'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}], u'summary': {u'total_count': 6}}","¡Toda nuestra ayuda está siendo enviada al norte desde Santiago! Envía colchonetas, útiles de aseo, alimentos no perecibles y agua embotellada a nuestros centros de acopio.

También puedes hacer tu donación a nuestra cuenta 98027-07 en el Banco de Chile. 

¡Todo aporte es importante a la hora de ayudar!",{u'count': 2},photo,,,1
145,193,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-03-23 14:38:03,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_623977121069411,"{u'paging': {u'cursors': {u'after': u'MTAyMDQ2NDc1Nzc4NDczMzM=', u'before': u'MTU5ODM4MTU5Mzc0Mzc5OA=='}}, u'data': [{u'id': u'1598381593743798', u'name': u'Natalia Aurora Zumba Zin'}, {u'id': u'347344518786630', u'name': u'Paola Miño'}, {u'id': u'10202551214141911', u'name': u'Nacho Rojas Brahm'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10204647577847333', u'name': u'Natalia Andrea Miño Araya'}], u'summary': {u'total_count': 5}}","Amigosss ;)

Tenemos un compromiso con esta hermosa comunidad educativa ayúdanos a compartir esta publicación para conseguir lo que se necesita <3 <3",{u'count': 5},link,,,1
146,195,"{u'paging': {u'cursors': {u'after': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOakV6T0RJM05EWXlNRGcwTXpjM09qRTBNalU0TnpJNE1URT0=', u'before': u'WTI5dGJXVnVkRjlqZFhKemIzSTZOakV6T0RJM05EWXlNRGcwTXpjM09qRTBNalU0TnpJNE1URT0='}}, u'data': [{u'message': u'¿ A qué cursos te refieres?

Saludos!', u'from': {u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desaf\xedo Levantemos Chile V Regi\xf3n', u'id': u'279017415565385'}, u'id': u'610829065717550_613827462084377'}], u'summary': {u'total_count': 1, u'order': u'chronological'}}",2015-03-03 12:32:52,"{u'name': u'Alina Tapia Bilbao', u'id': u'780412185383665'}",279017415565385_610829065717550,"{u'data': [], u'summary': {u'total_count': 0}}",hola quisiera comunicarme con ustedes para saber de los cursos lo necesito urgente como puedo hacerlo tienen algún teléfono u oficina acá en la quinta región gracias,,status,,,0
147,196,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-02-27 03:11:34,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_608556885944768,"{u'paging': {u'cursors': {u'after': u'MTAyMDc0NDM2NDg1MTMxODg=', u'before': u'MTAyMDY5NDExNzcxNDYyNTM='}}, u'data': [{u'id': u'10206941177146253', u'name': u'Paulina Troncoso'}, {u'id': u'10206087918614216', u'name': u'Romi Rojas'}, {u'id': u'10204803924039136', u'name': u'Narciso Verón'}, {u'id': u'10206111672730039', u'name': u'María Santis'}, {u'id': u'10152442062907815', u'name': u'Camila Lazo Chacana'}, {u'id': u'901646586515714', u'name': u'María José Valenzuela'}, {u'id': u'10152613000422616', u'name': u'Ricardo Aros'}, {u'id': u'10152410260413331', u'name': u'Daniela Constanza Gonzalez Verger'}, {u'id': u'10204883183337454', u'name': u'Israel Alejandro Beltran Olguin'}, {u'id': u'10202551214141911', u'name': u'Nacho Rojas Brahm'}, {u'id': u'10208394102830580', u'name': u'Cote G. Millán'}, {u'id': u'10205518417619137', u'name': u'Makita Hinojosa'}, {u'id': u'486131621559249', u'name': u'M Isabel Cuevas'}, {u'id': u'10204579678187664', u'name': u'Viviana Toledo Godoy'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10207443648513188', u'name': u'Diegoo Marquez'}], u'summary': {u'total_count': 18}}","Exactamente hoy, 27 de febrero, se cumplen 5 años desde el terremoto y maremoto que azotó nuestra querida tierra.
Homenajeamos a todos esos compatriotas que partieron, como también a esos héroes que dieron su vida por recuperar lo devastado.

“La catástrofe es gigante. O nos hacemos cargo o nos hacemos los tontos"", Felipe Cubillos Sigall al visitar la localidad de Iloca al día siguiente del 27F",,photo,,,1
148,199,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-02-25 19:18:31,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_607926546007802,"{u'paging': {u'cursors': {u'after': u'MTAyMDQ5ODk2NDkxNjAxODM=', u'before': u'ODg5ODc5NzA3NzE0ODM2'}}, u'data': [{u'id': u'889879707714836', u'name': u'Carolina Loreto Fuentes Auspont'}, {u'id': u'684158081641352', u'name': u'Alicia Ester Marambio Lavanderos'}, {u'id': u'279017415565385', u'name': u'Desafío Levantemos Chile V Región'}, {u'id': u'10204130790723877', u'name': u'Alexandro Cea'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}], u'summary': {u'total_count': 5}}","Paula es dirigenta social del Campamento Manuel Bustos en Viña del Mar, madre de 3 hijas y necesita de tu ayuda. ¡Dale una mano para salir adelante!

A mí sí me importa Desafío Levantemos Chile",{u'count': 2},link,,,0
149,200,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-02-15 22:34:27,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_602794669854323,"{u'data': [], u'summary': {u'total_count': 0}}",https://www.facebook.com/Amisimeimporta/posts/796085473806126,,video,,,1
150,201,"{u'data': [], u'summary': {u'total_count': 0, u'order': u'chronological'}}",2015-02-15 02:27:02,"{u'category': u'Non-Governmental Organization (NGO)', u'name': u'Desafío Levantemos Chile V Región', u'id': u'279017415565385'}",279017415565385_602088219924968,"{u'paging': {u'cursors': {u'after': u'MTAyMDQ5ODk2NDkxNjAxODM=', u'before': u'Njg0MTU4MDgxNjQxMzUy'}}, u'data': [{u'id': u'684158081641352', u'name': u'Alicia Ester Marambio Lavanderos'}, {u'id': u'10204989649160183', u'name': u'María Victoria Farías Maturana'}], u'summary': {u'total_count': 2}}","Amigos y voluntarios !!! 
Necesitamos de tu ayuda !!! 

Si no puedes ayudarnos directamente a solucionar este caso, también nos estarás ayudando  al compartir esta publicación ;) !!! 



 https://www.facebook.com/DesafioVRegion/posts/596779810455809",{u'count': 7},link,,,1
