,A,date,C,D,content
29,177573236853317633,2012-03-08 01:55:33,0,0,La desigualdad de género y la violencia presentes en el Día Internacional de la Mujer http://t.co/VwcvHhBa
30,177570726814027778,2012-03-08 01:45:35,0,0,"Fotos: La Carraca, Ave del Año 2012 - Cartel conmemorativo http://t.co/j9tf6zMM"
31,177567033779691522,2012-03-08 01:30:54,0,0,¿Qué es una dieta equilibrada? http://t.co/derzZYAF vía @muyinteresante
32,170309318397276160,2012-02-17 00:51:20,0,0,Sorprendente registro de Chile es furor en internet - Terra Chile - #Terra  http://t.co/fldRxjOn vía @TerraChile
33,169939924802473984,2012-02-16 00:23:30,0,0,Organiza tu mente para organizar tu vida - Salud - http://t.co/JFgld9pU http://t.co/3R3gjaCz vía @CNNMex
34,169939704278560768,2012-02-16 00:22:37,0,0,6 tips para organizar tu mente y tu vida http://t.co/yax1dRrk #CNNMex
35,169939096368726016,2012-02-16 00:20:12,0,0,"Arquitectura al servicio de la felicidad, la misión de Ricardo Legorreta http://t.co/cD7tGJ3L vía @CNNMex"
36,169938494205079552,2012-02-16 00:17:48,0,0,"Los mexicanos están entre los más felices del mundo, según un estudio http://t.co/GoJY3rg0 vía @CNNMex"
37,169937673430110208,2012-02-16 00:14:33,0,0,Regeneran tejido del corazón con células madre del mismo paciente http://t.co/MUnXlBmg vía @CNNMex
38,169936888243830784,2012-02-16 00:11:26,0,5,RT @CNNMex: VIDEO: Cerca de 300 personas mueren en un incendio en una cárcel de #Honduras http://t.co/kY1SioaT
39,169936697461710848,2012-02-16 00:10:40,0,0,Un estudio revela que la malnutrición mata a 2.6 millones de niños al año http://t.co/4NlFNxdg #CNNMex
40,164155628422561793,2012-01-31 01:18:46,0,6,RT @cnnchile: Aún existe preocupación en Perú tras fuerte sismo http://t.co/NTOhqKsz
41,159419793663991808,2012-01-17 23:40:15,0,26,"RT @VicenteNunezP: Mercalli: La Serena y Coquimbo II, Vina del Mar y Valparaiso IV, Santiago III, Talca II"
42,159418408180527106,2012-01-17 23:34:45,0,87,RT @VicenteNunezP: Sismo de Mediana Intensidad. Informacion preliminar Servicio Sismológico Universidad de Chile 5.8 Richter a 88 kms Oe ...
43,159418322092425217,2012-01-17 23:34:24,0,171,"RT @cnnchile: Ahora en CNN Chile: Sismo de 5,8 grados en escala de Richter en Illapel no constituye condiciones para tsunami según SHOA"
44,159418283118964736,2012-01-17 23:34:15,0,57,"RT @onemichile: #ONEMI- Sismo de mediana intensidad en la regiones de Coquimbo, Valparaíso, Metropolitana y Maule. Mas Info:http://t.co/ ..."
45,159418221806616577,2012-01-17 23:34:00,0,25,"RT @reddeemergencia: Sectores donde se percibio con mayor intensidad fue en Illapel, la ligua, Canela, Salamanca, los Vilos VI mercalli"
46,158929005716848640,2012-01-16 15:10:02,0,0,Una ceremonia en Washington conmemora el cumpleaños de Martin Luther King http://t.co/C1lO1jTu vía @CNNMex
47,157307767244333057,2012-01-12 03:47:49,0,0,Tener coche y televisión es malo para el corazón http://t.co/nBV6dLyY vía @muyinteresante
48,156496970935058433,2012-01-09 22:06:00,0,34,RT @onemichile: Sismo de mediana intensidad se percibió entre Coquimbo y O'Higgins. Richter: 5.2. Epicentro: 36 kms al O de La Ligua. Má ...
49,156496068014649344,2012-01-09 22:02:24,0,0,91 km al O de Monte Patria: http://t.co/V93XrGwt
50,155860120557989890,2012-01-08 03:55:23,0,0,Sismo de menor intensidad remeció Arequipa en Perú http://t.co/tlcFvak1 vía @biobio
51,155859882602528768,2012-01-08 03:54:26,0,0,Brasil envía 50 brigadistas a Chile para combatir incendios forestales http://t.co/1hodaTaB vía @biobio
52,153952944067330048,2012-01-02 21:36:56,0,0,@DavidArchie I didn´t go to the chappel last sunday... I feel guilty! Big hug from Chile!!
53,153195948233859074,2011-12-31 19:28:54,0,9,"RT @cnnchile: ESTÁ PASANDO: Min. Hinzpeter sobre Torres del Paine: ""de los 6 focos del incendio, esperamos que 3 de ellos queden bajo co ..."
54,153195937957818368,2011-12-31 19:28:52,0,15,"RT @cnnchile: ESTÁ PASANDO: Min. Hinzpeter: ""se han visto afectadas 11 mil hectáreas y el incendio seguirá siendo violento los próximos  ..."
55,153195794512617472,2011-12-31 19:28:18,0,4,"RT @cnnchile: Entrevista a Michel De L'Herbe, experto en gestión de emergencias #CNN #Chile http://t.co/59xc9f3g"
56,153195502144454656,2011-12-31 19:27:08,0,23,RT @charitywater: Photo of the Day -- http://t.co/B1c6TwxN
57,153194890463940608,2011-12-31 19:24:42,0,14,"RT @TorresPaineCom: No tenemos información en línea de la formalización de Roter Singer, si hay alguien transmitiendo desde el lugar se  ..."
58,128496509519007745,2011-10-24 15:42:09,0,0,Un estudio concluye que la Tierra se ha calentado un grado en el último siglo http://t.co/pL8REpZG vía @elmundoes
59,128495998392729600,2011-10-24 15:40:08,0,0,http://t.co/ABUh0mta
60,120350331761737728,2011-10-02 04:12:09,0,0,biobiochile - Lluvias y marejadas dejan más de 600 familias afectadas en El Salvador http://t.co/4tvLC4uD vía @biobio
61,115161855118409728,2011-09-17 20:35:00,0,1,RT @deseretnews: Freight train derails near Nephi    http://t.co/3YEqYUOG
62,115161668597714944,2011-09-17 20:34:16,0,0,"@CHAYANNEMUSIC Si bien no es novedad, éxito! saludos desde Chile"
63,115161308785160192,2011-09-17 20:32:50,0,0,"@chahuan Pancho, esas son las reglas del juego. Felicidades y felices Fiestas Patrias!! ;°)"
64,115160779560452097,2011-09-17 20:30:44,0,0,"@AlejandroSanz Pues que te vaya de padre. Nosotros, acá, celebrando Fiestas Patrias!! Saludos y un aabrazo desde Chile.  ;°)"
65,115160319214620672,2011-09-17 20:28:54,0,0,@thalia Planes? celebrar las Fiestas Patrias!! Saludos desde Chile ;°)
66,115159916888596480,2011-09-17 20:27:18,0,18,RT @cnnchile: Ya se han reportado 3 accidentes fatales en carretera durante Fiestas Patrias http://t.co/6He470d4 #CNN #Chile
67,110049740669980672,2011-09-03 18:01:17,0,1,RT @Paula_delamaza: Escuchando al Ministro Allamand... trágico pronóstico del avion. Todas las herramientas humanas trabajando.... no ol ...
68,110049695493132289,2011-09-03 18:01:06,0,41,RT @chahuan: Pidamos a Dios por todas las personas que viajaban en avión declarado como desaparecido. Esperemos en El que puedan estar s ...
69,110049630720507904,2011-09-03 18:00:51,0,0,@AlejandroSanz te entiendo plenamente. Un abrazo desde Chile!
70,110049200577851392,2011-09-03 17:59:08,0,0,"Concuerdo, más no sabes qué difícil nos ha sido formar equipos con vocación altruista.Nunca tendremos pruebas más allá de nuestras fuerzas."
71,110047649922691072,2011-09-03 17:52:58,0,126,RT @cnnchile: LO ÚLTIMO: Fuerza Aérea de Chile (FACH) señala que fue detectada la baliza del avión Casa C212 y está emitiendo señal.
72,110047489759002625,2011-09-03 17:52:20,0,115,RT @cnnchile: Se confirma el hallazgo de 4 cuerpos encontrados en Juan Fernández #CNN #Chile
73,110047256723456000,2011-09-03 17:51:25,0,113,RT @Ejercito_Chile: Ejército incorpora equipo de rescate a labores de búsqueda en archipiélago Juan Fernández http://t.co/3BDfEwz
74,98975717177565184,2011-08-04 04:37:04,0,0,"@catastrocalle estoy registrado pero, fuera de las fechas de capacitación ¿Qué hago?"
75,98975105593520128,2011-08-04 04:34:38,0,0,"@catastrocalle trato de contactarme infructuosamente. Me registré pero, fuera de las fechas de capacitación ¿Qué hago ahora?"
76,96802846829322242,2011-07-29 04:42:51,0,1,RT @infinitafm: ONU Quiere Ampliar Puente Aéreo Para Llevar Alimentos al Cuerno de África http://t.co/EndI849
77,96802749290790912,2011-07-29 04:42:28,0,2,RT @msncl: Estudio revela que el 46% de los chilenos se siente 'muy feliz' con su vida. ¿Cómo te sientes tu? http://ow.ly/5PuBx
78,96802666994348032,2011-07-29 04:42:08,0,12,RT @catastrocalle: Conoce la labor que realizarán los 10.000 voluntarios en el siguiente link: http://bit.ly/laborvols #catastrocalle
79,96802437985349632,2011-07-29 04:41:14,0,25,RT @catastrocalle: ¿Estás dispuesto a dar 5 horas de tu tiempo a las Personas en Situación de Calle? Inscríbete en www.catastrocallle.cl ...
80,96800882183770112,2011-07-29 04:35:03,0,92,RT @charitywater: Just 2 months left to start a fundraising campaign to win a trip to Africa with Will & Jada Smith: http://bit.ly/d3M3mG
81,96800782619389952,2011-07-29 04:34:39,0,19,RT @catastrocalle: La mitad de las personas que están en situación de calle duerme habitualmente en hospederías y alrededor de 1/3 en la ...
82,95301058489892866,2011-07-25 01:15:17,0,0,MACHU PICCHU FESTEJA SUS 100 AÑOS
83,95298283110539264,2011-07-25 01:04:15,0,0,Una noticia para recordar y celebrar... http://fb.me/yX1OPHQC
84,94631185631813632,2011-07-23 04:53:27,0,0,Diaporama Catastro Calle.m4v http://fb.me/TDpqfM87
85,94568573057507328,2011-07-23 00:44:39,0,0,DIAPORAMA CATASTRO SITUACIÓN DE CALLE
86,94491535210577921,2011-07-22 19:38:32,0,0,EL AGUA LO CAMBIA TODO! (Prometimos que volveríamos) http://fb.me/14JeAJeMy
87,94405912999108608,2011-07-22 13:58:18,0,7,RT @karinnasoto1: En Chile hay personas increíbles.3gp http://t.co/PyczO8d @felipekast
88,94405261124579328,2011-07-22 13:55:42,0,8,RT @saraovallev: VEA este video http://t.co/R9y8QL3 BIEN MIDEPLAN!!! Gracias por tu pega @felipekast
89,94404630364164096,2011-07-22 13:53:12,0,2,"RT @DeniseVonParis: ""Jealousy is just a lack of self confidence."""
90,94404521480036352,2011-07-22 13:52:46,0,2,RT @betterplace_org: die Organisation CARE berichtet in diesem Projektblog wie sie den von der Hungersnot in Ostafrika betroffenen... ht ...
91,94404440580300801,2011-07-22 13:52:27,0,6,RT @cnnchile: Lanzan campaña solidaria para ayudar a la gente en situación de calle.  Entérate en #CNN #Chile cómo puedes colaborar. htt ...
92,92082364120956928,2011-07-16 04:05:21,0,83,RT @cnnchile: Información preliminar: temblor en zona central indica epicentro en Valparaíso con magnitud 6 grados según servicio sismol ...
93,92082305753022464,2011-07-16 04:05:07,0,1541,"RT @NewEarthquake: 6.0 earthquake, offshore Valparaiso, Chile. Jul 15 8:26pm at epicenter (15m ago, 88km SSW of Valparaiso, depth 23km). ..."
94,86653103159521281,2011-07-01 04:31:24,0,0,http://t.co/vwVDp3s
95,81863174822957056,2011-06-17 23:17:56,0,0,http://t.co/HaSQhHV
96,65486390506422272,2011-05-03 18:42:26,0,0,http://psychcentral.com/lib/2011/keeping-your-child-free-from-addiction/
97,64921280918462464,2011-05-02 05:16:54,0,0,@ricky_martin You are right even when american citizens do not feel protected about this notice and what will happen now...
98,64919272580845569,2011-05-02 05:08:55,0,0,"@montanertwiter ...sincera, honesta y desinteresada."
99,64918768677167104,2011-05-02 05:06:55,0,0,"@AlejandroSanz Respeto tu opinión pero, no la comparto. El fanatismo continúa... Un abrazo!"
100,60465642360422400,2011-04-19 22:11:47,0,0,"@montanertwiter Acá, uno más desde Chile. Un abrazo!"
101,60461586816565248,2011-04-19 21:55:40,0,2101,"RT @ricky_martin: Nuestro principal propósito en esta vida es ayudar a los demas. Y si no los puedes ayudar, al menos no les hagas daño. ..."
102,60461543317450752,2011-04-19 21:55:29,0,901,"RT @ricky_martin: Our prime purpose in this life is to help others. And if you can't help them, at least don't hurt them. Dalai Lama #Quote"
103,58559919795879937,2011-04-14 15:59:07,0,0,Paciente trasplantada de corazón presenta 'muy buena evolución' | Nacional | LA TERCERA http://t.co/jtmJxYb vía @laterceracom
104,54414793012019201,2011-04-03 05:27:52,0,0,Italia entregará a México nueve piezas arqueológicas -  MSN Latinoamérica | Canal Noticias http://t.co/57XxF80 vía @msncl
105,52571370172850176,2011-03-29 03:22:46,0,0,Neuróloga recomienda cambiar la hora un día viernes y no un domingo -  MSN Latinoamérica | Canal Noticias http://t.co/XfXqTiM vía @msncl
106,50263444796088321,2011-03-22 18:31:53,0,0,Today is World Water Day. Learn how water changes everything. http://t.co/K5YMRdF vía @charitywater
107,49728530111660032,2011-03-21 07:06:20,0,0,I will tell as many people as I can to partake in environmental initiatives to make this earth happy again... #earthhour http://t.co/m8yjV6c
108,49726848275460096,2011-03-21 06:59:39,0,0,@earthhour I'm switching off the lights for Earth Hour 2011. Show your support too at http://www.earthhour.org
109,47754802431664128,2011-03-15 20:23:26,0,0,http://www.dogvillefestival.com/  FESTIVAL DE CORTOMETRAJES 3D. SIGUE EL ENLACE Y PARTICIPA!! CONTACTO: ivancabrera@fotografo.com
110,47754446691762176,2011-03-15 20:22:01,0,0,http://www.dogvillefestival.com/
111,47513696523657216,2011-03-15 04:25:22,0,0,@AlejandroSanz  Has oído de la convocatoria de Bryan Adams para ayudar a Japón? Saludos!
112,47513341001863168,2011-03-15 04:23:57,0,5,RT @AlejandroSanz: @luchybise besazo enorme
113,47512606340165632,2011-03-15 04:21:02,0,13,RT @AlejandroSanz: Nos felicito a tod@s.. Gracias por el cariño. RT @andy87: @AlejandroSanz Ayer cumplimos un año de noches (cont) http: ...
114,47511690862018560,2011-03-15 04:17:24,0,0,@morissette @zynga Have you heard about the Bryan Adams call?
115,47511269233790977,2011-03-15 04:15:43,0,0,"@SoledadOnetto Hola Sole, se te extraña en pantalla. Nuestros mejores augurios en tus proyectos. Un abrazo!!"
116,47511042292596736,2011-03-15 04:14:49,0,23,"RT @SoledadOnetto: Siendo 14/03 se abre la temporada del plumón. Adiós verano, soy feliz."
117,47510651572191233,2011-03-15 04:13:16,0,0,@bryanadams Great idea!! Just call them out and I think they will be interested in being involucrated. Count with us! Good luck.
118,47509908773539841,2011-03-15 04:10:19,0,0,http://twitter.com/DogVilleFest SIGUE EL ENLACE Y PARTICIPA!!
119,43410650625613824,2011-03-03 20:41:20,0,0,http://www.facebook.com/photo.php?fbid=10150104879398752&set=o.199931030696&theater
120,43410136282304512,2011-03-03 20:39:17,0,0,http://www.facebook.com/photo.php?fbid=10150104363938752&set=o.199931030696&theater
121,42730761811537921,2011-03-01 23:39:42,0,0,http://www.unhcr.org/emergency/libya/global_landing.html
122,42730110004113408,2011-03-01 23:37:06,0,0,http://www.facebook.com/photo.php?fbid=10150100612808752&set=o.199931030696&theater
123,24522940217298944,2011-01-10 17:48:19,0,0,VIRUS POR FACEBOOK! http://www.mercuriovalpo.cl/prontus4_noticias/site/artic/20110110/pags/20110110000448.html
124,17013626263048192,2010-12-21 00:28:59,0,0,"POR FAVOR, DIFUNDIR!! http://www.facebook.com/group.php?gid=361011105032 detalles en el enlace!"
125,17013196963450880,2010-12-21 00:27:16,0,0,@SoledadOnetto URGENTE!! PUJILLAY: http://www.facebook.com/group.php?gid=361011105032
126,17008097407016960,2010-12-21 00:07:01,0,0,ULTIMA HORA: PUJILLAYhttp://me.lt/9Pv33
127,17007200178278400,2010-12-21 00:03:27,0,0,http://www.facebook.com/group.php?gid=361011105032
128,15502212167892992,2010-12-16 20:23:10,0,0,"Sergio Morales L.de PUJILLAY,en la UCI del Hosp.Van Buren,Valpo.con pancreatitis aguda severa y riesgo vital.Se necesita sangre Grupo O Rh+."
129,15495582403530752,2010-12-16 19:56:49,0,0,"URGENTE Donantes grupo 0, Rh+ para Sergio Morales Lopez de PUJILLAY, internado con riesgo vital, hospital C. Van Buren, Valparaiso."
130,14882366501687296,2010-12-15 03:20:07,0,0,@juanes nice journey...
131,14461872161955840,2010-12-13 23:29:13,0,0,@Seranoticia Ya lo habíamos notado. Gracias por confirmar.
132,5102880159703040,2010-11-18 03:39:56,0,0,@felipekast Ya revisé el enlace.  updated Informacion !
133,5102435995488256,2010-11-18 03:38:10,0,0,Seminario J-PAL: Esther Duflo y Paul Gertler. http://t.co/eW2s941
134,5101178622836736,2010-11-18 03:33:10,0,0,@felipekast ¿Donde y què valor tiene?
135,27905033108,2010-10-20 05:34:55,0,0,http://www.betterplace.org/projects/4515-new-home-project
136,25157035602,2010-09-21 22:25:47,0,0,"VERACRUZ: TRAS EL PASO DEL HURACÁN KARL,LOS INSTAMOS A AYUDAR"
137,25156724501,2010-09-21 22:21:23,0,0,http://www.facebook.com/l.php?u=http%3A%2F%2Fvivirmexico.com%2F2010%2F09%2Flista-de-centros-de-acopio-para-ayuda-a-veracruz&h=9d1c7
138,23963880376,2010-09-09 00:59:24,0,0,@juanesMi perro se llamaba Dante y muriò tras estar 1 mes hospitalizado. No vivìmos su mes de vida; sè que me extrañò...Grande Juan Esteban
139,22774501710,2010-09-02 05:37:12,0,0,Revisando correos y analizando proyectos.
140,22587649789,2010-08-31 04:35:30,0,0,Twitter Status - Users Cannot Update Profiles http://t.co/ewTrnVs vía @twitter
141,22587517709,2010-08-31 04:33:26,0,0,Twitter Status http://t.co/i9ckzY3 vía @twitter
